Year,CountyName,Population,Municipal,Manufactoring,Mining,SteamElectric,Irrigation,LiveStock,Muni_GW,Muni_SW,MFG_Gw,MFG_SW,Mining_GW,Mining_SW,Power_GW,Power_SW,Irrig_GW,Irrig_SW,Livestock_GW,Livestock_SW
2009,LIVE OAK,"12,191","1,951","1,952",77,0,"1,978",936,"1,282",669,798,"1,154",67,10,0,0,"1,978",0,655,281
2009,LLANO,"19,288","4,342",3,0,10,530,717,974,"3,369",3,0,0,0,0,10,0,530,394,323
2009,LOVING,57,5,0,162,0,0,42,5,0,0,0,126,36,0,0,0,0,41,1
2009,LUBBOCK,"270,387","41,825",705,"1,425",723,"178,181",697,"26,886","14,939",452,253,717,708,0,723,"178,181",0,683,14
2009,LYNN,"5,988",846,0,182,0,"88,008",196,419,427,0,0,145,37,0,0,"88,008",0,167,29
2009,MADISON,"13,794","2,865",212,6,0,7,991,"2,865",0,212,0,3,3,0,0,7,0,99,892
2009,MARION,"10,631","1,194",0,187,"2,196",0,86,738,456,0,0,96,91,81,"2,115",0,0,4,82
2009,MARTIN,"5,017",450,0,748,0,"36,970",95,157,294,0,0,514,234,0,0,"36,970",0,66,29
2009,MASON,"3,853",812,0,560,0,"6,794",866,812,0,0,0,275,285,0,0,"6,725",69,650,216
2009,MATAGORDA,"37,439","5,047","3,912",55,"73,596","125,896","1,279","5,047",0,"1,083","2,829",46,9,"1,132","72,464","44,797","81,099",831,448
2009,MAVERICK,"53,510","9,590",32,168,0,"40,000",484,833,"8,757",16,16,144,24,0,0,0,"40,000",339,145
2009,MCCULLOCH,"8,170","1,611",2,"6,184",0,"3,584",714,"1,024",587,2,0,"3,442","2,742",0,0,"3,361",223,571,143
2009,MCLENNAN,"230,145","47,048","2,152","1,935",380,"6,539","1,895","11,801","35,247",536,"1,617",675,"1,260",125,255,"4,094","2,445",284,"1,611"
2009,MCMULLEN,871,164,0,483,0,0,411,164,0,0,0,417,66,0,0,0,0,82,329
2009,MEDINA,"44,659","9,058",83,"1,529",0,"81,776","1,028","8,974",83,83,0,735,794,0,0,"50,266","31,510",925,103
2009,MENARD,"2,354",346,3,133,0,"1,596",393,346,0,3,0,106,27,0,0,812,784,334,59
2009,MIDLAND,"133,023","32,014",154,"1,668",0,"20,993",341,"9,077","22,938",140,13,"1,275",393,0,0,"20,993",0,338,3
2009,MILAM,"25,602","5,007","20,109",0,0,"4,768","1,839","3,536","1,470","11,206","8,903",0,0,0,0,"2,613","2,155",552,"1,287"
2009,MILLS,"5,254",852,2,0,0,"2,683",869,337,515,0,2,0,0,0,0,357,"2,326",348,521
2009,MITCHELL,"9,610","1,259",0,389,"3,244","11,575",374,"1,180",79,0,0,254,135,7,"3,237","11,575",0,94,280
2009,MONTAGUE,"20,159","2,854",1,"1,150",0,874,"1,321","1,261","1,593",0,1,530,620,0,0,874,0,66,"1,255"
2009,MONTGOMERY,"444,895","74,025","1,545",800,"3,345",700,525,"73,630",395,"1,502",43,387,413,2,"3,343",129,571,499,26
2009,MOORE,"20,536","4,331","7,455",18,121,"196,512","3,349","4,331",0,"7,455",0,16,2,121,0,"196,512",0,"2,847",502
2009,MORRIS,"13,039","1,623","17,410",0,"1,722",0,580,837,787,23,"17,387",0,0,0,"1,722",0,0,58,522
2009,MOTLEY,"1,396",308,0,151,0,"10,554",466,294,14,0,0,76,75,0,0,"10,554",0,350,116
2009,NACOGDOCHES,"63,769","10,692","2,161",521,0,375,"1,221","5,772","4,920",156,"2,006",352,169,0,0,226,149,122,"1,099"
2009,NAVARRO,"49,625","7,703",261,"1,159",0,0,"1,460",822,"6,881",0,261,331,828,0,0,0,0,73,"1,387"
2009,NEWTON,"14,290","2,020",52,148,0,0,105,"2,020",0,52,0,73,75,0,0,0,0,37,68
2009,NOLAN,"15,133","1,912",243,97,0,"11,330",372,"1,794",118,230,13,76,21,0,0,"11,218",112,223,149
2009,NUECES,"322,876","73,983","35,202","1,432",195,247,412,"1,079","72,904","2,310","32,892",805,627,0,195,247,0,396,16
2009,OCHILTREE,"9,754","2,090",5,166,0,"66,859","2,336","2,090",0,5,0,130,36,0,0,"66,859",0,"2,102",234
2009,OLDHAM,"2,209",582,0,395,0,"6,966","1,132",582,0,0,0,196,199,0,0,"6,966",0,679,453
2009,ORANGE,"84,133","10,955","43,451",223,"4,858",0,240,"10,867",88,"3,293","40,158",74,149,"1,142","3,717",0,0,156,84
2009,PALO PINTO,"27,993","4,442",9,464,610,"2,835","1,926",253,"4,189",1,8,250,214,0,610,0,"2,835",93,"1,833"
2009,PANOLA,"23,297","3,688","1,706","2,209",0,31,"3,141","2,512","1,176",410,"1,296","1,332",877,0,0,31,0,314,"2,827"
2009,PARKER,"115,359","13,820",69,"4,935",741,132,"1,565","7,285","6,536",16,53,"1,926","3,009",0,741,44,88,157,"1,408"
2009,PARMER,"9,729","1,594","1,738",0,0,"299,329","9,757","1,594",0,"1,738",0,0,0,0,0,"299,329",0,"8,781",976
2009,PECOS,"16,983","4,902",211,344,0,"92,190",752,"4,902",0,211,0,263,81,0,0,"90,845","1,345",714,38
2009,POLK,"46,236","7,182",195,22,0,429,319,"5,011","2,170",195,0,20,2,0,0,154,275,32,287
2009,POTTER,"122,019","24,303","5,681",880,707,"3,512",749,"17,660","6,643","5,276",404,419,461,707,0,"3,512",0,637,112
2009,PRESIDIO,"8,117","1,198",0,0,0,"4,175",395,"1,198",0,0,0,0,0,0,0,"2,861","1,314",355,40
2009,RAINS,"11,167","1,721",3,0,0,38,471,632,"1,090",0,3,0,0,0,0,0,38,24,447
2009,RANDALL,"118,081","22,921",289,0,0,"21,851","3,795","16,811","6,110",289,0,0,0,0,0,"21,763",88,"3,036",759
2009,REAGAN,"3,257",762,0,694,0,"16,704",255,762,0,0,0,498,196,0,0,"16,704",0,230,25
2009,REAL,"3,320",650,0,1,0,166,133,515,136,0,0,1,0,0,0,0,166,106,27
2009,RED RIVER,"13,564","1,973",3,1,0,"4,695","1,804",957,"1,016",3,0,1,0,0,0,73,"4,622",90,"1,714"
2009,REEVES,"11,474","3,592",286,989,0,"57,949",633,"3,592",0,286,0,875,114,0,0,"44,465","13,484",633,0
2009,REFUGIO,"7,411","1,232",0,58,0,156,628,"1,232",0,0,0,53,5,0,0,156,0,565,63
2009,ROBERTS,868,159,0,265,0,"6,531",347,159,0,0,0,180,85,0,0,"6,531",0,295,52
2009,ROBERTSON,"15,970","2,709",88,"14,934","6,409","69,786","1,614","2,709",0,88,0,"14,821",113,190,"6,219","62,036","7,750",484,"1,130"
2009,ROCKWALL,"81,267","10,519",31,0,0,0,102,375,"10,144",0,31,0,0,0,0,0,0,1,101
2009,RUNNELS,"10,958","1,615",12,70,0,"3,057",853,278,"1,338",0,12,60,10,0,0,"1,984","1,073",427,426
2009,RUSK,"48,882","8,357",605,"1,714","21,717",0,970,"6,719","1,639",219,386,"1,059",655,183,"21,535",0,0,194,776
2009,SABINE,"10,484","1,513",231,410,0,0,773,876,637,200,31,201,209,0,0,0,0,116,657
2009,SAN AUGUSTINE,"9,037","1,732",6,279,0,0,"1,109",719,"1,013",6,0,167,112,0,0,0,0,111,998
2009,SAN JACINTO,"25,615","2,908",9,0,0,0,333,"2,908",0,9,0,0,0,0,0,0,0,67,266
2009,SAN PATRICIO,"69,169","9,967","7,788",277,0,"10,277",305,"2,628","7,339",2,"7,785",121,156,0,0,"10,277",0,153,152
2009,SAN SABA,"6,058","1,326",1,801,0,"7,468",915,"1,326",0,1,0,396,405,0,0,"3,128","4,340",366,549
2009,SCHLEICHER,"2,949",614,0,67,0,"1,432",487,614,0,0,0,58,9,0,0,"1,432",0,463,24
2009,SCURRY,"16,262","2,396",152,105,0,"7,552",381,565,"1,830",150,2,90,15,0,0,"7,439",113,95,286
2009,SHACKELFORD,"3,383",815,9,166,0,0,710,38,777,0,9,138,28,0,0,0,0,7,703
2009,SHELBY,"26,644","3,965","1,307",399,0,0,"3,803","2,039","1,926",2,"1,305",359,40,0,0,0,0,571,"3,232"
2009,SHERMAN,"3,150",638,3,38,0,"282,660","5,392",638,0,3,0,34,4,0,0,"282,660",0,"4,853",539
2009,SMITH,"204,097","31,693","2,506",244,0,810,911,"10,518","21,175",496,"2,010",102,142,0,0,418,392,455,456
2009,SOMERVELL,"8,174","1,195",4,"1,333","20,164",34,154,"1,195",0,4,0,634,699,23,"20,142",0,34,46,108
2009,STARR,"62,696","8,769",95,456,0,"17,504",873,"1,124","7,645",86,9,233,223,0,0,0,"17,504",655,218
2009,STEPHENS,"9,685","1,381",6,"1,545",0,116,457,93,"1,288",0,6,"1,241",304,0,0,0,116,46,411
2009,STERLING,"1,258",226,0,135,0,"1,026",285,226,0,0,0,106,29,0,0,"1,026",0,256,29
2009,STONEWALL,"1,577",320,0,194,0,0,353,232,87,0,0,157,37,0,0,0,0,282,71
2009,SUTTON,"4,314",891,0,175,0,677,467,891,0,0,0,157,18,0,0,677,0,458,9
2009,SWISHER,"8,020","1,112",0,0,0,"240,117","4,071",950,162,0,0,0,0,0,0,"240,117",0,"3,990",81
2009,TARRANT,"1,779,396","308,105","10,691","5,786",764,"3,600",648,"15,297","292,807",723,"9,968","2,317","3,469",0,764,842,"2,758",97,551
2009,TAYLOR,"128,256","22,620",650,645,0,500,967,936,"21,684",6,645,467,178,0,0,249,251,145,822
2009,TERRELL,"1,046",197,0,131,0,750,210,197,0,0,0,108,23,0,0,205,545,206,4
2009,TERRY,"12,244","1,783",78,121,0,"183,056",320,565,"1,218",2,76,98,23,0,0,"183,056",0,288,32
2009,THROCKMORTON,"1,858",219,0,73,0,0,608,23,196,0,0,60,13,0,0,0,0,0,608
2009,TITUS,"30,464","6,085","3,686",810,"24,406","1,000",991,185,"5,899",91,"3,595",402,408,3,"24,402",46,954,198,793
2009,TOM GREEN,"105,632","18,984",705,949,0,"70,686","1,400","2,614","16,371",446,259,476,473,0,0,"66,686","4,000","1,120",280
2009,TRAVIS,"1,012,789","182,990","8,704","3,885","5,064","4,425",660,"15,810","167,180",757,"7,947","1,178","2,707",0,"5,064",281,"4,144",132,528
2009,TRINITY,"14,343","1,874",0,0,0,0,387,"1,411",464,0,0,0,0,0,0,0,0,19,368
2009,TYLER,"21,315","4,012",2,20,0,675,400,"4,012",0,2,0,18,2,0,0,0,675,80,320
2009,UPSHUR,"38,061","4,562",60,53,0,103,"1,440","4,021",542,60,0,35,18,0,0,0,103,216,"1,224"
2009,UPTON,"3,269",793,130,"1,562",0,"7,973",111,793,0,130,0,"1,020",542,0,0,"7,973",0,111,0
2009,UVALDE,"26,489","5,578",3,"2,182",0,"97,500","2,455","5,578",0,3,0,"1,092","1,090",0,0,"96,802",698,"2,207",248
2009,VAL VERDE,"48,257","12,070",0,148,0,"2,000",522,"2,926","9,144",0,0,23,125,0,0,0,"2,000",496,26
2009,VAN ZANDT,"52,818","6,718",305,225,0,438,"2,359","3,685","3,033",305,0,118,107,0,0,33,405,590,"1,769"
2009,VICTORIA,"87,757","16,304","24,680",48,"2,389","5,990","1,098","1,721","14,583",535,"24,146",43,5,"2,192",197,"5,990",0,659,439
2009,WALKER,"64,750","11,603",247,0,0,675,602,"4,409","7,193",34,214,0,0,0,0,377,298,181,421
2009,WALLER,"38,782","4,854",40,4,0,"20,303",919,"4,854",0,40,0,2,2,0,0,"20,070",233,459,460
2009,WARD,"10,546","3,028",7,188,"2,309","5,683",109,"3,028",0,7,0,135,53,"2,309",0,"1,921","3,762",104,5
2009,WASHINGTON,"32,975","5,351",346,28,0,200,"1,488","1,938","3,414",138,208,7,21,0,0,200,0,149,"1,339"
2009,WEBB,"240,749","39,395",64,"1,249",171,"4,750","1,373",388,"39,007",58,6,842,407,0,171,750,"4,000",275,"1,098"
2009,WHARTON,"42,616","6,557",231,63,0,"253,490","1,584","6,557",0,231,0,55,8,0,0,"121,315","132,175","1,188",396
2009,WHEELER,"5,210","1,138",0,"1,085",0,"14,277","1,593","1,138",0,0,0,674,411,0,0,"14,277",0,"1,195",398
2009,WICHITA,"133,678","22,546",957,62,51,"42,925",591,"1,474","21,073",1,955,55,7,0,51,376,"42,549",30,561
2009,WILBARGER,"14,435","2,351",842,11,"2,817","32,589",743,"2,334",17,842,0,8,3,0,"2,817","32,511",78,186,557
2009,WILLACY,"20,981","3,979",0,19,0,"59,700",217,469,"3,510",0,0,11,8,0,0,0,"59,700",87,130
2009,WILLIAMSON,"408,128","68,849",688,"4,863",0,300,"1,377","20,490","48,359",147,542,"2,650","2,213",0,0,152,148,413,964
2009,WILSON,"41,023","6,582",22,11,0,"15,497","1,662","6,347",235,22,0,9,2,0,0,"13,344","2,153",997,665
2009,WINKLER,"7,016","2,011",81,326,0,"3,005",99,"2,011",0,81,0,301,25,0,0,"3,005",0,97,2
2009,WISE,"59,346","5,478",285,"10,545",0,"1,523","1,606","3,263","2,215",187,97,"4,454","6,090",0,0,692,831,321,"1,285"
2009,WOOD,"43,016","5,798","1,818",10,0,420,"1,865","5,018",780,"1,615",203,8,2,0,0,0,420,93,"1,772"
2009,YOAKUM,"7,666","1,556",0,630,0,"186,461",183,"1,556",0,0,0,509,121,0,0,"186,461",0,174,9
2009,YOUNG,"18,271","3,450",60,75,306,0,935,377,"3,073",0,60,67,8,0,306,0,0,187,748
2009,ZAPATA,"14,559","3,516",0,154,0,"6,300",392,212,"3,304",0,0,119,35,0,0,300,"6,000",274,118
2009,ZAVALA,"11,829","2,832",541,0,0,"43,000","1,194","2,832",0,541,0,0,0,0,0,"40,682","2,318",597,597
2010,ANDERSON,58458,13257,0,62,0,409,1082,9559,3698,0,0,50,12,0,0,259,150,54,1028
2010,ANDREWS,14786,3105,580,821,0,23354,223,3105,0,580,0,653,168,0,0,23354,0,223,0
2010,ANGELINA,86771,11368,3624,23,0,1140,1108,11368,0,3603,21,15,8,0,0,238,902,111,997
2010,ARANSAS,23158,3986,0,19,0,0,63,429,3557,0,0,10,9,0,0,0,0,44,19
2010,ARCHER,9054,1575,1,165,0,2000,2042,167,1408,0,1,144,21,0,0,0,2000,290,1752
2010,ARMSTRONG,1901,349,0,0,0,4396,498,349,0,0,0,0,0,0,0,4396,0,448,50
2010,ATASCOSA,44911,6805,58,1234,7197,27501,2137,6432,373,58,0,473,761,7197,0,27501,0,1710,427
2010,AUSTIN,28417,4351,106,14,0,3986,1153,4351,0,106,0,8,6,0,0,3986,0,346,807
2010,BAILEY,7165,1112,0,0,0,61429,2727,1112,0,0,0,0,0,0,0,61429,0,2454,273
2010,BANDERA,20485,2600,0,0,0,887,297,2600,0,0,0,0,0,0,0,887,0,224,73
2010,BASTROP,74171,10473,79,2178,3491,7049,1307,10473,0,74,5,2130,48,0,3491,6299,750,261,1046
2010,BAYLOR,3726,652,0,15,0,3530,744,637,15,0,0,11,4,0,0,2469,1061,148,596
2010,BEE,31861,6062,0,384,0,4425,1147,2919,3143,0,0,208,176,0,0,4425,0,918,229
2010,BELL,310235,55446,521,2538,0,2860,1700,3568,51877,0,521,1155,1383,0,0,1560,1300,510,1190
2010,BEXAR,1714773,252345,5739,15007,28829,12108,1862,231103,21242,5129,611,11320,3687,1146,27683,8711,3397,559,1303
2010,BLANCO,10497,1392,0,0,0,369,386,1105,285,0,0,0,0,0,0,369,0,270,116
2010,BORDEN,641,108,0,239,0,1616,216,108,0,0,0,205,34,0,0,1616,0,65,151
2010,BOSQUE,18212,3167,1,2387,0,3294,1357,2735,433,1,0,1166,1221,0,0,458,2836,407,950
2010,BOWIE,92565,19882,1610,0,0,7889,2098,2199,17683,31,1580,0,0,0,0,7795,94,105,1993
2010,BRAZORIA,313166,43823,180319,760,0,77889,1501,33845,9978,1313,179006,190,570,0,0,14889,63000,1126,375
2010,BRAZOS,194851,32667,1666,293,235,35541,1378,32667,0,1666,0,82,211,123,112,31834,3707,482,896
2010,BREWSTER,9232,1840,0,0,0,2931,374,1840,0,0,0,0,0,0,0,2781,150,355,19
2010,BRISCOE,1637,251,0,0,0,28904,305,144,107,0,0,0,0,0,0,28904,0,259,46
2010,BROOKS,7223,1842,0,334,0,803,449,1842,0,0,0,178,156,0,0,803,0,292,157
2010,BROWN,38106,6006,502,942,0,8901,1238,473,5533,0,502,465,477,0,0,179,8722,186,1052
2010,BURLESON,17187,2974,117,18,0,27099,1877,2974,0,117,0,17,1,0,0,18749,8350,563,1314
2010,BURNET,42750,7201,230,3551,0,1500,5682,2871,4330,13,217,1734,1816,0,0,1000,500,666,5016
2010,CALDWELL,38066,5698,2,9,0,751,845,2632,3066,2,0,3,6,0,0,715,36,169,676
2010,CALHOUN,21381,3299,32531,37,0,10459,316,980,2319,908,31623,23,14,0,0,0,10459,222,94
2010,CALLAHAN,13544,1132,0,172,0,649,1113,388,744,0,0,95,77,0,0,649,0,278,835
2010,CAMERON,406220,58786,1648,39,71,255000,648,9338,49447,126,1521,23,16,0,71,0,255000,65,583
2010,CAMP,12401,1469,32,3,0,0,4849,1225,243,2,31,2,1,0,0,0,0,1940,2909
2010,CARSON,6182,1634,338,15,0,60069,702,1622,12,338,0,11,4,0,0,59823,246,631,71
2010,CASS,30464,2728,4598,18,0,0,2896,1271,1457,224,4374,10,8,0,0,0,0,87,2809
2010,CASTRO,8062,1353,60,0,0,352244,9701,1353,0,60,0,0,0,0,0,352244,0,8731,970
2010,CHAMBERS,35096,5936,19080,10,607,60300,527,3644,2292,5548,13531,9,1,120,487,0,60300,211,316
2010,CHEROKEE,50845,8952,111,80,213,471,1993,7055,1897,74,36,53,27,121,91,204,267,299,1694
2010,CHILDRESS,7041,1693,0,0,0,9456,307,61,1632,0,0,0,0,0,0,9456,0,276,31
2010,CLAY,10752,1401,0,1147,0,1389,1595,475,926,0,0,784,363,0,0,1358,31,240,1355
2010,COCHRAN,3127,618,0,17,0,66485,400,618,0,0,0,14,3,0,0,66485,0,360,40
2010,COKE,3320,635,0,146,0,871,376,144,491,0,0,96,50,0,0,871,0,293,83
2010,COLEMAN,8895,1465,1,42,0,470,791,52,1413,0,1,33,9,0,0,0,470,24,767
2010,COLLIN,782341,168681,835,0,28,724,1219,4767,163914,181,653,0,0,0,28,112,612,61,1158
2010,COLLINGSWORTH,3057,622,0,0,0,48666,479,608,14,0,0,0,0,0,0,48566,100,465,14
2010,COLORADO,20874,3110,844,4163,0,150038,1488,3110,0,844,0,2543,1620,0,0,46451,103587,595,893
2010,COMAL,108472,22819,3378,9777,0,458,239,10429,12390,3317,61,6129,3648,0,0,221,237,72,167
2010,COMANCHE,13974,1434,11,595,0,25201,3361,686,748,4,8,475,120,0,0,10278,14923,841,2520
2010,CONCHO,4087,487,0,124,0,7167,446,392,94,0,0,106,18,0,0,6449,718,223,223
2010,COOKE,38437,5238,73,321,2,330,1382,4535,703,73,0,153,168,2,0,123,207,207,1175
2010,CORYELL,75388,14300,3,397,0,415,1203,2056,12244,0,3,195,202,0,0,144,271,180,1023
2010,COTTLE,1505,371,0,21,0,1483,439,359,12,0,0,17,4,0,0,1483,0,307,132
2010,CRANE,4375,1138,201,201,0,0,77,1138,0,201,0,164,37,0,0,0,0,73,4
2010,CROCKETT,3719,1419,10,146,0,148,592,1419,0,10,0,123,23,0,0,148,0,562,30
2010,CROSBY,6059,981,2,678,0,78949,218,508,473,2,0,194,484,0,0,78486,463,152,66
2010,CULBERSON,2398,743,0,33,0,42253,259,743,0,0,0,21,12,0,0,42253,0,246,13
2010,DALLAM,6703,1641,60,0,0,363839,3013,1641,0,60,0,0,0,0,0,363654,185,2410,603
2010,DALLAS,2368139,497797,20100,2596,511,8993,895,2439,495359,651,19449,683,1913,0,511,3062,5931,761,134
2010,DAWSON,13833,2480,0,227,0,78974,219,795,1685,0,0,188,39,0,0,78974,0,197,22
2010,DEAF SMITH,19372,4096,476,0,0,178570,11118,4096,0,476,0,0,0,0,0,178570,0,10006,1112
2010,DELTA,5231,666,0,0,0,333,524,108,558,0,0,0,0,0,0,333,0,79,445
2010,DENTON,662614,113311,399,3279,80,2091,800,12327,100984,1,397,1209,2070,0,80,967,1124,240,560
2010,DEWITT,20097,3384,165,407,0,462,2499,3372,12,165,0,338,69,0,0,462,0,1500,999
2010,DICKENS,2444,434,0,14,0,8662,299,163,271,0,0,12,2,0,0,8662,0,194,105
2010,DIMMIT,9996,2175,0,1669,0,7215,456,2175,0,0,0,1554,115,0,0,7170,45,228,228
2010,DONLEY,3677,638,0,0,0,25523,870,209,429,0,0,0,0,0,0,25493,30,696,174
2010,DUVAL,11782,1947,0,1594,0,1642,710,1947,0,0,0,804,790,0,0,1642,0,639,71
2010,EASTLAND,18583,2622,40,452,0,4556,1515,530,2092,0,40,270,182,0,0,4541,15,76,1439
2010,ECTOR,137130,24670,1932,842,0,1050,249,4673,19997,1860,72,540,302,0,0,1050,0,224,25
2010,EDWARDS,2002,269,0,34,0,166,481,269,0,0,0,30,4,0,0,33,133,433,48
2010,EL PASO,800647,121536,6709,3320,2612,169480,186,70246,51290,5470,1239,1477,1843,2612,0,0,169480,167,19
2010,ELLIS,149610,23452,4145,375,77,270,1586,6407,17045,1316,2830,136,239,0,77,270,0,32,1554
2010,ERATH,37890,4635,61,2212,0,5438,6140,4188,447,60,1,1007,1205,0,0,4867,571,1842,4298
2010,FALLS,17866,3766,0,201,0,6847,2172,1927,1839,0,0,98,103,0,0,6347,500,326,1846
2010,FANNIN,33915,4808,0,430,384,9890,1400,3269,1540,0,0,2,428,319,65,1090,8800,1260,140
2010,FAYETTE,24554,3157,187,124,18812,325,2004,3157,0,187,0,31,93,15,18797,200,125,200,1804
2010,FISHER,3974,781,105,109,0,4393,843,546,235,104,1,88,21,0,0,4393,0,337,506
2010,FLOYD,6446,651,0,372,0,102458,1157,414,237,0,0,183,189,0,0,102458,0,983,174
2010,FOARD,1336,283,0,12,0,2300,286,42,241,0,0,10,2,0,0,2300,0,29,257
2010,FORT BEND,585375,97444,3811,56,57560,26940,1036,95345,2099,3802,9,49,7,2563,54996,14940,12000,829,207
2010,FRANKLIN,10605,1970,4,1,0,0,2930,28,1942,0,4,1,0,0,0,0,0,1172,1758
2010,FREESTONE,19816,3270,0,3984,15570,299,1337,3245,26,0,0,3749,235,135,15435,216,83,134,1203
2010,FRIO,17217,2771,0,24,50,59000,806,2771,0,0,0,20,4,50,0,59000,0,484,322
2010,GAINES,17526,3353,1500,5381,0,318882,216,3353,0,1500,0,5221,160,0,0,318882,0,194,22
2010,GALVESTON,291309,48209,20020,524,33,2291,332,2900,45309,93,19927,264,260,1,32,291,2000,150,182
2010,GARZA,6461,748,2,117,0,7354,302,149,599,0,2,95,22,0,0,7354,0,60,242
2010,GILLESPIE,24837,4255,6,3,0,1461,1791,4255,0,6,0,1,2,0,0,1275,186,1343,448
2010,GLASSCOCK,1226,144,3,832,0,57164,173,144,0,3,0,510,322,0,0,57164,0,138,35
2010,GOLIAD,7210,912,1,49,1258,1937,968,912,0,0,1,41,8,189,1069,1937,0,775,193
2010,GONZALES,19807,4187,1480,645,0,4440,9959,2455,1732,1445,35,217,428,0,0,3578,862,7469,2490
2010,GRAY,22535,4692,459,29,0,22721,1579,1612,3080,459,0,23,6,0,0,22721,0,1184,395
2010,GRAYSON,120877,13157,2626,66,0,2140,1254,9739,3417,1649,978,18,48,0,0,1690,450,314,940
2010,GREGG,121730,25122,1158,163,825,38,260,4695,20428,28,1130,107,56,242,583,0,38,26,234
2010,GRIMES,26604,4162,216,17,13537,275,2653,4162,0,216,0,17,0,1,13535,75,200,796,1857
2010,GUADALUPE,131533,17347,3886,305,0,594,1912,9244,8103,1120,2766,96,209,0,0,512,82,958,954
2010,HALE,36273,3586,2468,271,0,219643,3102,2727,859,1125,1343,215,56,0,0,219525,118,2792,310
2010,HALL,3353,707,0,0,0,34122,376,595,112,0,0,0,0,0,0,34122,0,301,75
2010,HAMILTON,8517,1735,7,256,0,661,1404,1057,678,3,4,256,0,0,0,243,418,211,1193
2010,HANSFORD,5613,1090,144,132,0,128632,3759,1090,0,144,0,113,19,0,0,128462,170,2631,1128
2010,HARDEMAN,4139,619,422,82,0,5697,568,92,527,252,170,9,73,0,0,5697,0,227,341
2010,HARDIN,54635,6412,40,14,0,1633,210,6412,0,40,0,12,2,0,0,1436,197,52,158
2010,HARRIS,4092459,627437,269061,4322,6101,2874,1594,228340,399098,78203,190857,924,3397,1760,4341,1374,1500,797,797
2010,HARRISON,65631,10021,10998,1356,20561,765,631,3904,6117,121,10877,898,458,0,20561,626,139,50,581
2010,HARTLEY,6062,1147,0,2,0,340554,5778,1147,0,0,0,2,0,0,0,340554,0,4045,1733
2010,HASKELL,5899,1049,0,33,0,35958,580,192,858,0,0,27,6,0,0,35865,93,174,406
2010,HAYS,157107,21681,156,1023,0,666,2838,12940,8741,152,4,674,349,0,0,657,9,99,2739
2010,HEMPHILL,3807,731,2,750,0,4549,1061,731,0,2,0,491,259,0,0,4549,0,902,159
2010,HENDERSON,78532,12025,484,209,65,282,1279,6105,5920,409,75,68,141,0,65,133,149,511,768
2010,HIDALGO,774769,103772,2237,2174,0,405000,841,8716,95055,0,2236,1160,1014,0,0,0,405000,336,505
2010,HILL,35089,6179,1,1365,0,750,1800,3422,2757,1,0,593,772,0,0,181,569,90,1710
2010,HOCKLEY,22935,3040,568,16,0,98943,398,1381,1658,567,1,13,3,0,0,98943,0,358,40
2010,HOOD,51182,7372,6,2738,11,8175,533,6708,664,6,0,1216,1522,6,5,675,7500,240,293
2010,HOPKINS,35161,5848,944,995,0,7867,5524,2644,3203,0,944,742,253,0,0,2317,5550,2762,2762
2010,HOUSTON,23732,4893,153,20,0,1723,1897,3503,1391,3,150,13,7,0,0,216,1507,190,1707
2010,HOWARD,35012,4992,3055,415,387,6721,248,4810,182,1757,1298,315,100,0,387,6721,0,211,37
2010,HUDSPETH,3476,485,0,471,0,132933,489,485,0,0,0,231,240,0,0,62933,70000,416,73
2010,HUNT,86129,13776,555,70,343,341,1180,3203,10573,0,555,34,36,0,343,274,67,0,1180
2010,HUTCHINSON,22150,5600,28270,150,0,40372,491,4407,1194,27361,910,130,20,0,0,40097,275,368,123
2010,IRION,1599,194,1,412,0,1386,275,194,0,1,0,323,89,0,0,52,1334,220,55
2010,JACK,9044,1138,0,3384,0,24,851,474,664,0,0,1681,1703,0,0,0,24,127,724
2010,JACKSON,14075,1713,470,49,0,43758,1220,1713,0,37,432,43,6,0,0,42258,1500,793,427
2010,JASPER,35710,5402,43922,15,0,0,790,5402,0,36124,7798,13,2,0,0,0,0,144,646
2010,JEFF DAVIS,2342,600,0,0,0,283,467,600,0,0,0,0,0,0,0,233,50,444,23
2010,JEFFERSON,252273,50472,105505,205,0,86125,951,11208,39264,81,105424,96,109,0,0,125,86000,190,761
2010,JIM HOGG,5300,989,2,145,0,250,352,989,0,2,0,119,26,0,0,250,0,317,35
2010,JIM WELLS,40838,6193,79,49,0,1574,1122,2236,3957,79,0,19,30,0,0,1452,122,673,449
2010,JOHNSON,150934,20280,1537,4229,644,399,1428,6139,14140,698,838,1762,2468,0,644,130,269,429,999
2010,JONES,20202,3373,0,162,0,1426,630,1392,1981,0,0,101,61,0,0,926,500,220,410
2010,KARNES,14824,3049,48,485,0,789,1481,3049,0,48,0,291,194,0,0,656,133,815,666
2010,KAUFMAN,103350,13878,675,234,52,162,2141,2275,11603,468,207,59,175,0,52,148,14,107,2034
2010,KENDALL,33410,5174,0,0,0,694,468,3482,1692,0,0,0,0,0,0,543,151,398,70
2010,KENEDY,416,109,0,82,0,0,840,109,0,0,0,60,22,0,0,0,0,798,42
2010,KENT,808,132,0,20,0,900,292,132,0,0,0,16,4,0,0,888,12,263,29
2010,KERR,49625,9316,6,71,0,1014,890,4681,4635,6,0,17,54,0,0,447,567,428,462
2010,KIMBLE,4607,845,518,21,0,2975,453,233,612,2,516,10,11,0,0,537,2438,317,136
