GeoFips,GeoName,LineCode,Description,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
48501,"Yoakum, TX",70,      Health care and social assistance,3448,3550,3658,3333,2943,2349,2360,2272,2103,2554,4162,(D),(D),(D),(D),(D),(D),(D),(D),(D)
48501,"Yoakum, TX",75,"    Arts, entertainment, recreation, accommodation, and food services",4490,4651,5219,4230,2921,2533,3056,3990,4523,4202,3588,4047,4416,(D),(D),(D),4880,(D),(D),(D)
48501,"Yoakum, TX",76,"      Arts, entertainment, and recreation",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
48501,"Yoakum, TX",79,      Accommodation and food services,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
48501,"Yoakum, TX",82,    Other services (except government and government enterprises),8053,9112,7520,7338,5246,6747,7930,7797,7078,6663,7135,8760,9368,9322,8894,8728,9793,9459,11054,10158
48501,"Yoakum, TX",83,Government and government enterprises,31861,32807,33861,33449,35248,36381,39629,43184,45933,47837,48637,50797,52430,53803,55736,58704,58813,59122,59344,59619
48501,"Yoakum, TX",,Addenda:,,,,,,,,,,,,,,,,,,,,
48501,"Yoakum, TX",87,Natural resources and mining,1028874,1131401,1553858,1952467,1895642,2360090,2637359,3349666,2075820,2468952,2757529,2769253,2808106,2342322,1195258,1109968,1573379,1844524,1470415,652715
48501,"Yoakum, TX",88,Trade,13818,14164,12763,14090,16228,20167,21531,24364,26560,28253,31732,40021,37474,37586,33151,32505,32542,33047,42970,39653
48501,"Yoakum, TX",89,Transportation and utilities,115462,113361,120780,150579,131442,130164,133535,151252,142508,129328,167794,161369,119405,133081,63242,114179,113619,(D),(D),(D)
48501,"Yoakum, TX",90,Manufacturing and information,9749,8889,9257,13598,16491,20959,26636,21944,17882,16076,30459,51443,26898,(D),(D),(D),11697,13949,11132,8370
48501,"Yoakum, TX",91,Private goods-producing industries 2/,1045639,1147699,1571415,1974418,1923446,2394086,2680044,3389845,2111975,2505665,2815878,2866446,2885491,2415730,1246911,1143944,1607899,1888260,1515104,686132
48501,"Yoakum, TX",92,Private services-providing industries 3/,177510,177403,184330,215446,203263,214145,231416,259962,257061,250957,289510,308287,272435,288114,208712,259937,267020,293808,369461,260017
Legend / Footnotes:,,,,,,,,,,,,,,,,,,,,,,,
1/ Gross Domestic Product (GDP) is in thousands of current dollars (not adjusted for inflation). Industry detail is based on the 2012 North American Industry Classification System (NAICS).,,,,,,,,,,,,,,,,,,,,,,,
"2/ The private goods-producing industries consist of agriculture, forestry, fishing, and hunting; mining, quarrying, and oil and gas extraction; construction; and manufacturing.",,,,,,,,,,,,,,,,,,,,,,,
"3/ The private services-producing industries consist of utilities; wholesale trade; retail trade; transportation and warehousing, excluding Postal Service; information; finance and insurance; real estate, rental, and leasing; professional, scientific, and technical services; management of companies; administrative and support and waste management and remediation services; educational services; health care and social assistance; arts, entertainment, and recreation; accommodation and food services; and other services (except government and government enterprises).",,,,,,,,,,,,,,,,,,,,,,,
"Metropolitan Areas are defined (geographically delineated) by the Office of Management and Budget (OMB) bulletin no. 20-01 issued March 6, 2020.",,,,,,,,,,,,,,,,,,,,,,,
(D) Not shown to avoid disclosure of confidential information; estimates are included in higher-level totals.,,,,,,,,,,,,,,,,,,,,,,,
"Last updated: December 8, 2021 -- new statistics for 2020, revised statistics for 2001-2019.",,,,,,,,,,,,,,,,,,,,,,,
