date,,reservoir_storage,conservation_storage,percent_full,conservation_capacity,Population ,Storage_per_capita
10/23/2003,2003.85,1920371,1862251,89.1,2090336,1297592.637,1.435158421
10/24/2003,2003.85,1919784,1861704,89.1,2090336,1297676.671,1.434643961
10/25/2003,2003.86,1920391,1862316,89.1,2090336,1297760.705,1.435022645
10/26/2003,2003.86,1919351,1861265,89,2090336,1297844.74,1.434119924
10/27/2003,2003.86,1917214,1859155,88.9,2090336,1297928.774,1.432401405
10/28/2003,2003.87,1916335,1858321,88.9,2090336,1298012.808,1.43166615
10/29/2003,2003.87,1915256,1857209,88.8,2090336,1298096.842,1.43071683
10/30/2003,2003.87,1914434,1856348,88.8,2090336,1298180.877,1.429960981
10/31/2003,2003.87,1913521,1855419,88.8,2090336,1298264.911,1.429152852
11/1/2003,2003.88,1914354,1856148,87,2134039,1298348.945,1.429621834
11/2/2003,2003.88,1914201,1856082,87,2134039,1298432.979,1.429478479
11/3/2003,2003.88,1913803,1855684,87,2134039,1298517.014,1.429079466
11/4/2003,2003.88,1913672,1855479,86.9,2134039,1298601.048,1.428829126
11/5/2003,2003.89,1913504,1855489,86.9,2134039,1298685.082,1.42874437
11/6/2003,2003.89,1913510,1855380,86.9,2134039,1298769.116,1.428568001
11/7/2003,2003.89,1911985,1853882,86.9,2134039,1298853.151,1.427322249
11/8/2003,2003.9,1911428,1853281,86.8,2134039,1298937.185,1.426767223
11/9/2003,2003.9,1910923,1852776,86.8,2134039,1299021.219,1.42628617
11/10/2003,2003.9,1910416,1852251,86.8,2134039,1299105.253,1.425789785
11/11/2003,2003.9,1909779,1851545,86.8,2134039,1299189.288,1.425154146
11/12/2003,2003.91,1909812,1851565,86.8,2134039,1299273.322,1.425077363
11/13/2003,2003.91,1909584,1851384,86.8,2134039,1299357.356,1.424845899
11/14/2003,2003.91,1907911,1849717,86.7,2134039,1299441.39,1.423470896
11/15/2003,2003.92,1907206,1849001,86.6,2134039,1299525.425,1.422827876
11/16/2003,2003.92,1907481,1849373,86.7,2134039,1299609.459,1.423022114
11/17/2003,2003.92,1908504,1850457,86.7,2134039,1299693.493,1.423764149
11/18/2003,2003.92,1910848,1852655,86.8,2134039,1299777.527,1.425363157
11/19/2003,2003.93,1909007,1850807,86.7,2134039,1299861.562,1.42384932
11/20/2003,2003.93,1908326,1850183,86.7,2134039,1299945.596,1.423277255
11/21/2003,2003.93,1907421,1849307,86.7,2134039,1300029.63,1.422511424
11/22/2003,2003.93,1906446,1848247,86.6,2134039,1300113.664,1.421604165
11/23/2003,2003.94,1907475,1849269,86.7,2134039,1300197.699,1.422298318
11/24/2003,2003.94,1905192,1846964,86.5,2134039,1300281.733,1.420433705
11/25/2003,2003.94,1903226,1845037,86.5,2134039,1300365.767,1.418860021
11/26/2003,2003.95,1902898,1844733,86.4,2134039,1300449.801,1.41853457
11/27/2003,2003.95,1903222,1845056,86.5,2134039,1300533.836,1.418691271
11/28/2003,2003.95,1901318,1843164,86.4,2134039,1300617.87,1.417144915
11/29/2003,2003.95,1899472,1841312,86.3,2134039,1300701.904,1.415629511
11/30/2003,2003.96,1898564,1840409,86.2,2134039,1300785.938,1.414843861
12/1/2003,2003.96,1898564,1840428,86.2,2134039,1300869.973,1.41476707
12/2/2003,2003.96,1897675,1839493,86.2,2134039,1300954.007,1.413956981
12/3/2003,2003.96,1897526,1839512,86.2,2134039,1301038.041,1.413880257
12/4/2003,2003.97,1896889,1838804,86.2,2134039,1301122.075,1.413244795
12/5/2003,2003.97,1896703,1838520,86.2,2134039,1301206.11,1.412935266
12/6/2003,2003.97,1894840,1836680,86.1,2134039,1301290.144,1.41143004
12/7/2003,2003.98,1893553,1835383,86,2134039,1301374.178,1.41034226
12/8/2003,2003.98,1892496,1834343,86,2134039,1301458.212,1.409452092
12/9/2003,2003.98,1893294,1835180,86,2134039,1301542.247,1.410004174
12/10/2003,2003.98,1891006,1832959,85.9,2134039,1301626.281,1.408206816
12/11/2003,2003.99,1889639,1831586,85.8,2134039,1301710.315,1.40706114
12/12/2003,2003.99,1889629,1831531,85.8,2134039,1301794.349,1.406928061
12/13/2003,2003.99,1890032,1831848,85.8,2134039,1301878.384,1.407080741
12/14/2003,2003.99,1888671,1830460,85.8,2134039,1301962.418,1.405923838
12/15/2003,2004,1888316,1830069,85.8,2134039,1302046.452,1.405532803
12/16/2003,2004,1888069,1829926,85.7,2134039,1302130.486,1.405332276
12/17/2003,2004,1886182,1828097,85.7,2134039,1302214.521,1.403837057
12/18/2003,2004.01,1885767,1827682,85.6,2134039,1302298.555,1.403427803
12/19/2003,2004.01,1884639,1826570,85.6,2134039,1302382.589,1.40248343
12/20/2003,2004.01,1883321,1825307,85.5,2134039,1302466.623,1.401423244
12/21/2003,2004.01,1882873,1824821,85.5,2134039,1302550.658,1.400959717
12/22/2003,2004.02,1882966,1824842,85.5,2134039,1302634.692,1.40088546
12/23/2003,2004.02,1882803,1824621,85.5,2134039,1302718.726,1.400625449
12/24/2003,2004.02,1881163,1823083,85.4,2134039,1302802.76,1.399354573
12/25/2003,2004.02,1880490,1822427,85.4,2134039,1302886.795,1.398760819
12/26/2003,2004.03,1880069,1822022,85.4,2134039,1302970.829,1.398359779
12/27/2003,2004.03,1879807,1821694,85.4,2134039,1303054.863,1.398017882
12/28/2003,2004.03,1880559,1822417,85.4,2134039,1303138.897,1.398482544
12/29/2003,2004.04,1879735,1821616,85.4,2134039,1303222.932,1.397777737
12/30/2003,2004.04,1878351,1820175,85.3,2134039,1303306.966,1.396581963
12/31/2003,2004.04,1877692,1819521,85.3,2134039,1303391,1.395990152
1/1/2004,2004.04,1877275,1819190,85.2,2134039,1303475.034,1.395646217
1/2/2004,2004.05,1877561,1819437,85.3,2134039,1303559.068,1.395745727
1/3/2004,2004.05,1877057,1818898,85.2,2134039,1303643.103,1.395242299
1/4/2004,2004.05,1876998,1818851,85.2,2134039,1303727.137,1.395116316
1/5/2004,2004.05,1876302,1818171,85.2,2134039,1303811.171,1.394504849
1/6/2004,2004.06,1874823,1816681,85.1,2134039,1303895.205,1.393272245
1/7/2004,2004.06,1873667,1815542,85.1,2134039,1303979.24,1.392308976
1/8/2004,2004.06,1872994,1814935,85,2134039,1304063.274,1.391753787
1/9/2004,2004.07,1873058,1814983,85,2134039,1304147.308,1.391700913
1/10/2004,2004.07,1871195,1813180,85,2134039,1304231.342,1.39022882
1/11/2004,2004.07,1870470,1812411,84.9,2134039,1304315.377,1.389549669
1/12/2004,2004.07,1870491,1812400,84.9,2134039,1304399.411,1.389451716
1/13/2004,2004.08,1870110,1812029,84.9,2134039,1304483.445,1.389077804
1/14/2004,2004.08,1869982,1811891,84.9,2134039,1304567.479,1.388882544
1/15/2004,2004.08,1872143,1814013,85,2134039,1304651.514,1.390419573
1/16/2004,2004.08,1875592,1817506,85.2,2134039,1304735.548,1.393007191
1/17/2004,2004.09,1884912,1826871,85.6,2134039,1304819.582,1.400094714
1/18/2004,2004.09,1887003,1828929,85.7,2134039,1304903.616,1.401581678
1/19/2004,2004.09,1885128,1827059,85.6,2134039,1304987.651,1.40005846
1/20/2004,2004.1,1885693,1827652,85.6,2134039,1305071.685,1.40042269
1/21/2004,2004.1,1886217,1828164,85.7,2134039,1305155.719,1.400724812
1/22/2004,2004.1,1886014,1827912,85.7,2134039,1305239.753,1.400441563
1/23/2004,2004.1,1885715,1827509,85.6,2134039,1305323.788,1.400042669
1/24/2004,2004.11,1886398,1828244,85.7,2134039,1305407.822,1.400515585
1/25/2004,2004.11,1888010,1829857,85.7,2134039,1305491.856,1.401660984
1/26/2004,2004.11,1887911,1829671,85.7,2134039,1305575.89,1.4014283
1/27/2004,2004.12,1886373,1828243,85.7,2134039,1305659.925,1.400244402
1/28/2004,2004.12,1884989,1826858,85.6,2134039,1305743.959,1.399093588
1/29/2004,2004.12,1885699,1827545,85.6,2134039,1305827.993,1.399529654
1/30/2004,2004.12,1885477,1827248,85.6,2134039,1305912.027,1.399212169
1/31/2004,2004.13,1885306,1827187,85.6,2134039,1305996.062,1.399075429
2/1/2004,2004.13,1885436,1827367,85.6,2134039,1306080.096,1.399123228
2/2/2004,2004.13,1885316,1827270,85.6,2134039,1306164.13,1.39895895
2/3/2004,2004.13,1884030,1825983,85.6,2134039,1306248.164,1.397883687
2/4/2004,2004.14,1884180,1826122,85.6,2134039,1306332.199,1.397900168
2/5/2004,2004.14,1886911,1828835,85.7,2134039,1306416.233,1.399886923
2/6/2004,2004.14,1887520,1829467,85.7,2134039,1306500.267,1.400280617
2/7/2004,2004.15,1886628,1828613,85.7,2134039,1306584.301,1.399536944
2/8/2004,2004.15,1885873,1827860,85.7,2134039,1306668.336,1.398870662
2/9/2004,2004.15,1886393,1828290,85.7,2134039,1306752.37,1.399109764
2/10/2004,2004.15,1887735,1829581,85.7,2134039,1306836.404,1.400007678
2/11/2004,2004.16,1890704,1832492,85.9,2134039,1306920.438,1.402145032
2/12/2004,2004.16,1892301,1834089,85.9,2134039,1307004.473,1.403276759
2/13/2004,2004.16,1892116,1834041,85.9,2134039,1307088.507,1.403149818
2/14/2004,2004.16,1892866,1834846,86,2134039,1307172.541,1.403675446
2/15/2004,2004.17,1893215,1835201,86,2134039,1307256.575,1.403856775
2/16/2004,2004.17,1893477,1835463,86,2134039,1307340.61,1.403966944
2/17/2004,2004.17,1893704,1835690,86,2134039,1307424.644,1.404050328
2/18/2004,2004.18,1892917,1834902,86,2134039,1307508.678,1.403357416
2/19/2004,2004.18,1893231,1835216,86,2134039,1307592.712,1.403507363
2/20/2004,2004.18,1894213,1836199,86,2134039,1307676.747,1.404168886
2/21/2004,2004.18,1893808,1835794,86,2134039,1307760.781,1.403768967
2/22/2004,2004.19,1893840,1835826,86,2134039,1307844.815,1.403703237
2/23/2004,2004.19,1894500,1836486,86.1,2134039,1307928.849,1.404117664
2/24/2004,2004.19,1897542,1839527,86.2,2134039,1308012.884,1.406352356
2/25/2004,2004.19,1899766,1841751,86.3,2134039,1308096.918,1.407962189
2/26/2004,2004.2,1899146,1841132,86.3,2134039,1308180.952,1.407398569
2/27/2004,2004.2,1900184,1842169,86.3,2134039,1308264.986,1.40810082
2/28/2004,2004.2,1900927,1842912,86.4,2134039,1308349.021,1.40857827
2/29/2004,2004.21,1903107,1845092,86.5,2134039,1308433.055,1.410153919
3/1/2004,2004.21,1905155,1847140,86.6,2134039,1308517.089,1.411628488
3/2/2004,2004.21,1905570,1847556,86.6,2134039,1308601.123,1.411855734
3/3/2004,2004.21,1906418,1848403,86.6,2134039,1308685.158,1.41241229
3/4/2004,2004.22,1907884,1849870,86.7,2134039,1308769.192,1.413442501
3/5/2004,2004.22,1911035,1853020,86.8,2134039,1308853.226,1.415758439
3/6/2004,2004.22,1912055,1853879,86.9,2134039,1308937.26,1.416323804
3/7/2004,2004.22,1912726,1854550,86.9,2134039,1309021.295,1.416745478
3/8/2004,2004.23,1912981,1854861,86.9,2134039,1309105.329,1.416892101
3/9/2004,2004.23,1913550,1855396,86.9,2134039,1309189.363,1.417209804
3/10/2004,2004.23,1912475,1854389,86.9,2134039,1309273.397,1.416349713
3/11/2004,2004.24,1913382,1855223,86.9,2134039,1309357.432,1.416895765
3/12/2004,2004.24,1913343,1855190,86.9,2134039,1309441.466,1.416779634
3/13/2004,2004.24,1914852,1856727,87,2134039,1309525.5,1.417862424
3/14/2004,2004.24,1915856,1857764,87.1,2134039,1309609.534,1.418563283
3/15/2004,2004.25,1917627,1859602,87.1,2134039,1309693.568,1.419875645
3/16/2004,2004.25,1925200,1867114,87.5,2134039,1309777.603,1.425519872
3/17/2004,2004.25,1927915,1869750,87.6,2134039,1309861.637,1.427440844
3/18/2004,2004.25,1930039,1871958,87.7,2134039,1309945.671,1.429034838
3/19/2004,2004.26,1931270,1873161,87.8,2134039,1310029.705,1.42986147
3/20/2004,2004.26,1932238,1874147,87.8,2134039,1310113.74,1.430522361
3/21/2004,2004.26,1933893,1875769,87.9,2134039,1310197.774,1.43166859
3/22/2004,2004.27,1933680,1875463,87.9,2134039,1310281.808,1.431343233
3/23/2004,2004.27,1934683,1876580,87.9,2134039,1310365.842,1.432103874
3/24/2004,2004.27,1936882,1878768,88,2134039,1310449.877,1.433681695
3/25/2004,2004.27,1938353,1880255,88.1,2134039,1310533.911,1.434724416
3/26/2004,2004.28,1938660,1880513,88.1,2134039,1310617.945,1.434829278
3/27/2004,2004.28,1939049,1880895,88.1,2134039,1310701.979,1.435028732
3/28/2004,2004.28,1940049,1881890,88.2,2134039,1310786.014,1.435695819
3/29/2004,2004.28,1940287,1882094,88.2,2134039,1310870.048,1.435759405
3/30/2004,2004.29,1940102,1881885,88.2,2134039,1310954.082,1.435507945
3/31/2004,2004.29,1939789,1881630,88.2,2134039,1311038.116,1.43522143
4/1/2004,2004.29,1939286,1881144,88.1,2134039,1311122.151,1.434758767
4/2/2004,2004.3,1939159,1881068,88.1,2134039,1311206.185,1.434608852
4/3/2004,2004.3,1941625,1883611,88.3,2134039,1311290.219,1.436456226
4/4/2004,2004.3,1943244,1885230,88.3,2134039,1311374.253,1.43759876
4/5/2004,2004.3,1946452,1888437,88.5,2134039,1311458.288,1.439952012
4/6/2004,2004.31,1967392,1909372,89.5,2134039,1311542.322,1.455821873
4/7/2004,2004.31,2021768,1963721,92,2134039,1311626.356,1.497164944
4/8/2004,2004.31,2038579,1980481,92.8,2134039,1311710.39,1.509846239
4/9/2004,2004.32,2047458,1989443,93.2,2134039,1311794.425,1.516581381
4/10/2004,2004.32,2056527,1998513,93.6,2134039,1311878.459,1.523397984
4/11/2004,2004.32,2070288,2012274,94.3,2134039,1311962.493,1.533789274
4/12/2004,2004.32,2079066,2021052,94.7,2134039,1312046.527,1.540381349
4/13/2004,2004.33,2084254,2026174,94.9,2134039,1312130.562,1.544186272
4/14/2004,2004.33,2087889,2029875,95.1,2134039,1312214.596,1.546907805
4/15/2004,2004.33,2090722,2032708,95.3,2134039,1312298.63,1.548967555
4/16/2004,2004.33,2092479,2034302,95.3,2134039,1312382.664,1.550082956
4/17/2004,2004.34,2094760,2036607,95.4,2134039,1312466.699,1.551739943
4/18/2004,2004.34,2098488,2040425,95.6,2134039,1312550.733,1.554549435
4/19/2004,2004.34,2100976,2042907,95.7,2134039,1312634.767,1.556340767
4/20/2004,2004.35,2102785,2044655,95.8,2134039,1312718.801,1.557572725
4/21/2004,2004.35,2104051,2045943,95.9,2134039,1312802.836,1.558454129
4/22/2004,2004.35,2105091,2047032,95.9,2134039,1312886.87,1.559183847
4/23/2004,2004.35,2105550,2047535,95.9,2134039,1312970.904,1.559467155
4/24/2004,2004.36,2111370,2053355,96.2,2134039,1313054.938,1.563799762
4/25/2004,2004.36,2120123,2062109,96.6,2134039,1313138.973,1.570366155
4/26/2004,2004.36,2125951,2067937,96.9,2134039,1313223.007,1.574703603
4/27/2004,2004.36,2130172,2072158,97.1,2134039,1313307.041,1.577816866
4/28/2004,2004.37,2131970,2073956,97.2,2134039,1313391.075,1.579084889
4/29/2004,2004.37,2135056,2077042,97.3,2134039,1313475.11,1.581333354
4/30/2004,2004.37,2137619,2079605,97.4,2134039,1313559.144,1.583183376
5/1/2004,2004.38,2142365,2081838,99.6,2090336,1313643.178,1.584781952
5/2/2004,2004.38,2142795,2081255,99.6,2090336,1313727.212,1.584236804
5/3/2004,2004.38,2144113,2081932,99.6,2090336,1313811.247,1.584650767
5/4/2004,2004.38,2144571,2083368,99.7,2090336,1313895.281,1.585642349
5/5/2004,2004.39,2143984,2084800,99.7,2090336,1313979.315,1.586630761
5/6/2004,2004.39,2143335,2085293,99.8,2090336,1314063.349,1.586904468
5/7/2004,2004.39,2143082,2084632,99.7,2090336,1314147.384,1.586300004
5/8/2004,2004.39,2142355,2083801,99.7,2090336,1314231.418,1.585566265
5/9/2004,2004.4,2140762,2082596,99.6,2090336,1314315.452,1.58454806
5/10/2004,2004.4,2139123,2080957,99.6,2090336,1314399.486,1.583199797
5/11/2004,2004.4,2137452,2079437,99.5,2090336,1314483.521,1.581942236
5/12/2004,2004.41,2135752,2077303,99.4,2090336,1314567.555,1.580217762
5/13/2004,2004.41,2134061,2075612,99.3,2090336,1314651.589,1.57883048
5/14/2004,2004.41,2136871,2077988,99.4,2090336,1314735.623,1.580536773
5/15/2004,2004.41,2138364,2080250,99.5,2090336,1314819.658,1.582156144
5/16/2004,2004.42,2139324,2080776,99.5,2090336,1314903.692,1.58245506
5/17/2004,2004.42,2138803,2080294,99.5,2090336,1314987.726,1.58198739
5/18/2004,2004.42,2137699,2079434,99.5,2090336,1315071.76,1.581232342
5/19/2004,2004.42,2135564,2077549,99.4,2090336,1315155.795,1.579698017
5/20/2004,2004.43,2133963,2075514,99.3,2090336,1315239.829,1.578049839
5/21/2004,2004.43,2129847,2071615,99.1,2090336,1315323.863,1.574984731
5/22/2004,2004.43,2127020,2069005,99,2090336,1315407.897,1.572899938
5/23/2004,2004.44,2125475,2067389,98.9,2090336,1315491.932,1.571571023
5/24/2004,2004.44,2123457,2065431,98.8,2090336,1315575.966,1.569982315
5/25/2004,2004.44,2121200,2063063,98.7,2090336,1315660,1.568082179
5/26/2004,2004.44,2118852,2060749,98.6,2090336,1315744.034,1.566223328
5/27/2004,2004.45,2116595,2058570,98.5,2090336,1315828.068,1.564467311
5/28/2004,2004.45,2114380,2056294,98.4,2090336,1315912.103,1.562637805
5/29/2004,2004.45,2110833,2052786,98.2,2090336,1315996.137,1.55987236
5/30/2004,2004.45,2108443,2050428,98.1,2090336,1316080.171,1.557981075
5/31/2004,2004.46,2105443,2047429,97.9,2090336,1316164.205,1.55560301
6/1/2004,2004.46,2102470,2044455,97.8,2090336,1316248.24,1.553244242
6/2/2004,2004.46,2099242,2041150,97.6,2090336,1316332.274,1.55063432
6/3/2004,2004.47,2097546,2039363,97.6,2090336,1316416.308,1.549177861
6/4/2004,2004.47,2094519,2036342,97.4,2090336,1316500.342,1.546784254
6/5/2004,2004.47,2090747,2032576,97.2,2090336,1316584.377,1.543825095
6/6/2004,2004.47,2086374,2028231,97,2090336,1316668.411,1.540426567
6/7/2004,2004.48,2081934,2023912,96.8,2090336,1316752.445,1.537048218
6/8/2004,2004.48,2082181,2024167,96.8,2090336,1316836.479,1.537143777
6/9/2004,2004.48,2103341,2038255,97.5,2090336,1316920.514,1.547743375
6/10/2004,2004.48,2226677,2080999,99.6,2090336,1317004.548,1.580100086
6/11/2004,2004.49,2265903,2083730,99.7,2090336,1317088.582,1.582072784
6/12/2004,2004.49,2245146,2082621,99.6,2090336,1317172.616,1.581129894
6/13/2004,2004.49,2219547,2083215,99.7,2090336,1317256.651,1.581479964
6/14/2004,2004.5,2200491,2083585,99.7,2090336,1317340.685,1.581659949
6/15/2004,2004.5,2188459,2083362,99.7,2090336,1317424.719,1.58138979
6/16/2004,2004.5,2178634,2082646,99.6,2090336,1317508.753,1.580745475
6/17/2004,2004.5,2174128,2083710,99.7,2090336,1317592.788,1.58145219
6/18/2004,2004.51,2169130,2084952,99.7,2090336,1317676.822,1.582293902
6/19/2004,2004.51,2163368,2085068,99.7,2090336,1317760.856,1.582281026
6/20/2004,2004.51,2157864,2084975,99.7,2090336,1317844.89,1.58210956
6/21/2004,2004.52,2150720,2084705,99.7,2090336,1317928.925,1.581803814
6/22/2004,2004.52,2146562,2082920,99.6,2090336,1318012.959,1.58034865
6/23/2004,2004.52,2151324,2083405,99.7,2090336,1318096.993,1.580615851
6/24/2004,2004.52,2153007,2083305,99.7,2090336,1318181.027,1.580439224
6/25/2004,2004.53,2150890,2083810,99.7,2090336,1318265.062,1.580721556
6/26/2004,2004.53,2151266,2082868,99.6,2090336,1318349.096,1.579906268
6/27/2004,2004.53,2153897,2083340,99.7,2090336,1318433.13,1.580163569
6/28/2004,2004.53,2156556,2082751,99.6,2090336,1318517.164,1.579616145
6/29/2004,2004.54,2159744,2083748,99.7,2090336,1318601.199,1.58027158
6/30/2004,2004.54,2164515,2083182,99.7,2090336,1318685.233,1.579741661
7/1/2004,2004.54,2169929,2084599,99.7,2090336,1318769.267,1.580715484
7/2/2004,2004.55,2169830,2084980,99.7,2090336,1318853.301,1.580903652
7/3/2004,2004.55,2167412,2085121,99.8,2090336,1318937.336,1.580909831
7/4/2004,2004.55,2163323,2085153,99.8,2090336,1319021.37,1.580833372
7/5/2004,2004.55,2160595,2084784,99.7,2090336,1319105.404,1.580452929
7/6/2004,2004.56,2154629,2084748,99.7,2090336,1319189.438,1.580324963
7/7/2004,2004.56,2151076,2084314,99.7,2090336,1319273.473,1.579895331
7/8/2004,2004.56,2149857,2084116,99.7,2090336,1319357.507,1.579644629
7/9/2004,2004.56,2147431,2084176,99.7,2090336,1319441.541,1.579589497
7/10/2004,2004.57,2145411,2083912,99.7,2090336,1319525.575,1.579288828
7/11/2004,2004.57,2142847,2084119,99.7,2090336,1319609.61,1.579345122
7/12/2004,2004.57,2139920,2081888,99.6,2090336,1319693.644,1.57755401
7/13/2004,2004.58,2137682,2079641,99.5,2090336,1319777.678,1.575751003
7/14/2004,2004.58,2134733,2076602,99.3,2090336,1319861.712,1.573348163
7/15/2004,2004.58,2132665,2074482,99.2,2090336,1319945.747,1.571641869
7/16/2004,2004.58,2130372,2072213,99.1,2090336,1320029.781,1.569822916
7/17/2004,2004.59,2128294,2070279,99,2090336,1320113.815,1.568257961
7/18/2004,2004.59,2126818,2068781,99,2090336,1320197.849,1.567023459
7/19/2004,2004.59,2124465,2066450,98.9,2090336,1320281.884,1.565158188
7/20/2004,2004.59,2122161,2064146,98.7,2090336,1320365.918,1.563313603
7/21/2004,2004.6,2119742,2061727,98.6,2090336,1320449.952,1.561382161
7/22/2004,2004.6,2117122,2059020,98.5,2090336,1320533.986,1.559232872
7/23/2004,2004.6,2114666,2056536,98.4,2090336,1320618.021,1.557252717
7/24/2004,2004.61,2113149,2055118,98.3,2090336,1320702.055,1.55607996
7/25/2004,2004.61,2111814,2053800,98.3,2090336,1320786.089,1.554983064
7/26/2004,2004.61,2114482,2056351,98.4,2090336,1320870.123,1.556815438
7/27/2004,2004.61,2113592,2055539,98.3,2090336,1320954.158,1.556101692
7/28/2004,2004.62,2111256,2053208,98.2,2090336,1321038.192,1.554238184
7/29/2004,2004.62,2110156,2052103,98.2,2090336,1321122.226,1.553302911
7/30/2004,2004.62,2110078,2051965,98.2,2090336,1321206.26,1.553099665
7/31/2004,2004.62,2109388,2051264,98.1,2090336,1321290.295,1.552470345
8/1/2004,2004.63,2108491,2050388,98.1,2090336,1321374.329,1.551708668
8/2/2004,2004.63,2106452,2048349,98,2090336,1321458.363,1.550067
8/3/2004,2004.63,2105662,2047592,98,2090336,1321542.397,1.549395619
8/4/2004,2004.64,2103320,2045305,97.8,2090336,1321626.432,1.547566658
8/5/2004,2004.64,2101750,2043659,97.8,2090336,1321710.466,1.546222908
8/6/2004,2004.64,2100223,2042149,97.7,2090336,1321794.5,1.544982219
8/7/2004,2004.64,2097786,2039733,97.6,2090336,1321878.534,1.5430563
8/8/2004,2004.65,2095471,2037362,97.5,2090336,1321962.568,1.541164666
8/9/2004,2004.65,2093704,2035644,97.4,2090336,1322046.603,1.539767203
8/10/2004,2004.65,2091045,2032954,97.3,2090336,1322130.637,1.537634741
8/11/2004,2004.65,2089107,2030970,97.2,2090336,1322214.671,1.536036503
8/12/2004,2004.66,2086000,2027759,97,2090336,1322298.705,1.533510539
8/13/2004,2004.66,2081530,2023353,96.8,2090336,1322382.74,1.530081223
8/14/2004,2004.66,2077667,2019553,96.6,2090336,1322466.774,1.527110578
8/15/2004,2004.67,2073702,2015605,96.4,2090336,1322550.808,1.524028406
8/16/2004,2004.67,2069956,2011882,96.2,2090336,1322634.842,1.52111674
8/17/2004,2004.67,2065877,2007841,96.1,2090336,1322718.877,1.51796503
8/18/2004,2004.67,2062010,2003996,95.9,2090336,1322802.911,1.514961891
8/19/2004,2004.68,2058134,2000120,95.7,2090336,1322886.945,1.5119357
8/20/2004,2004.68,2055570,1997556,95.6,2090336,1322970.979,1.509901601
8/21/2004,2004.68,2065100,2007086,96,2090336,1323055.014,1.517008725
8/22/2004,2004.68,2096082,2034490,97.3,2090336,1323139.048,1.537623731
8/23/2004,2004.69,2121854,2043363,97.8,2090336,1323223.082,1.544231678
8/24/2004,2004.69,2140145,2056738,98.4,2090336,1323307.116,1.554240867
8/25/2004,2004.69,2150825,2065959,98.8,2090336,1323391.151,1.56110988
8/26/2004,2004.7,2152338,2069051,99,2090336,1323475.185,1.56334703
8/27/2004,2004.7,2151910,2071685,99.1,2090336,1323559.219,1.56523786
8/28/2004,2004.7,2152075,2075343,99.3,2090336,1323643.253,1.567902072
8/29/2004,2004.7,2152143,2079338,99.5,2090336,1323727.288,1.57082053
8/30/2004,2004.71,2151284,2081965,99.6,2090336,1323811.322,1.572705238
8/31/2004,2004.71,2149666,2083394,99.7,2090336,1323895.356,1.573684801
9/1/2004,2004.71,2147603,2084447,99.7,2090336,1323979.39,1.574380247
9/2/2004,2004.72,2145824,2084521,99.7,2090336,1324063.425,1.574336215
9/3/2004,2004.72,2143757,2084336,99.7,2090336,1324147.459,1.57409659
9/4/2004,2004.72,2141596,2083565,99.7,2090336,1324231.493,1.573414475
9/5/2004,2004.72,2139895,2081854,99.6,2090336,1324315.527,1.572022646
9/6/2004,2004.73,2138303,2080289,99.5,2090336,1324399.562,1.570741233
9/7/2004,2004.73,2136539,2078524,99.4,2090336,1324483.596,1.569308979
9/8/2004,2004.73,2134295,2076248,99.3,2090336,1324567.63,1.567491121
9/9/2004,2004.73,2132950,2074891,99.3,2090336,1324651.664,1.566367262
9/10/2004,2004.74,2130910,2072896,99.2,2090336,1324735.699,1.564761939
9/11/2004,2004.74,2128597,2070583,99.1,2090336,1324819.733,1.562916787
9/12/2004,2004.74,2126393,2068362,98.9,2090336,1324903.767,1.561141308
9/13/2004,2004.75,2123590,2065470,98.8,2090336,1324987.801,1.558859635
9/14/2004,2004.75,2121397,2063288,98.7,2090336,1325071.836,1.557114071
9/15/2004,2004.75,2119721,2061685,98.6,2090336,1325155.87,1.555805658
9/16/2004,2004.75,2117135,2059049,98.5,2090336,1325239.904,1.55371793
9/17/2004,2004.76,2113754,2055712,98.3,2090336,1325323.938,1.551101539
9/18/2004,2004.76,2110656,2052597,98.2,2090336,1325407.973,1.548652975
9/19/2004,2004.76,2107490,2049360,98,2090336,1325492.007,1.546112681
9/20/2004,2004.76,2103606,2045543,97.9,2090336,1325576.041,1.543135163
9/21/2004,2004.77,2099964,2041933,97.7,2090336,1325660.075,1.540314171
9/22/2004,2004.77,2096301,2038275,97.5,2090336,1325744.11,1.537457331
9/23/2004,2004.77,2093216,2035179,97.4,2090336,1325828.144,1.535024739
9/24/2004,2004.78,2090909,2032894,97.3,2090336,1325912.178,1.533204109
9/25/2004,2004.78,2088475,2030460,97.1,2090336,1325996.212,1.531271342
9/26/2004,2004.78,2085894,2027879,97,2090336,1326080.247,1.529227967
9/27/2004,2004.78,2082778,2024687,96.9,2090336,1326164.281,1.526724124
9/28/2004,2004.79,2080779,2022763,96.8,2090336,1326248.315,1.525176678
9/29/2004,2004.79,2078164,2020149,96.6,2090336,1326332.349,1.523109197
9/30/2004,2004.79,2074956,2016941,96.5,2090336,1326416.384,1.520594155
10/1/2004,2004.79,2072841,2014756,96.4,2090336,1326500.418,1.518850634
10/2/2004,2004.8,2076777,2018762,96.6,2090336,1326584.452,1.521774205
10/3/2004,2004.8,2078800,2020785,96.7,2090336,1326668.486,1.523202685
10/4/2004,2004.8,2079620,2021606,96.7,2090336,1326752.521,1.523725012
10/5/2004,2004.81,2082616,2024519,96.9,2090336,1326836.555,1.525823955
10/6/2004,2004.81,2081749,2023728,96.8,2090336,1326920.589,1.525131207
