date,,reservoir_storage,conservation_storage,percent_full,conservation_capacity,Population ,Storage_per_capita
1/1/1940,1940,627314,612112,70.2,871645,301958,2.027142848
1/2/1940,1940,626028,610826,70.1,871645,301969.1151,2.022809518
1/3/1940,1940.01,624742,609540,69.9,871645,301980.2301,2.018476507
1/4/1940,1940.01,623456,608254,69.8,871645,301991.3452,2.014143815
1/5/1940,1940.01,622170,606968,69.6,871645,302002.4603,2.009811441
1/6/1940,1940.01,620884,605682,69.5,871645,302013.5753,2.005479387
1/7/1940,1940.02,619598,604396,69.3,871645,302024.6904,2.001147652
1/8/1940,1940.02,618312,603110,69.2,871645,302035.8055,1.996816235
1/9/1940,1940.02,617026,601824,69,871645,302046.9205,1.992485137
1/10/1940,1940.02,615740,600538,68.9,871645,302058.0356,1.988154358
1/11/1940,1940.03,614454,599252,68.7,871645,302069.1507,1.983823898
1/12/1940,1940.03,613168,597966,68.6,871645,302080.2658,1.979493756
1/13/1940,1940.03,611882,596680,68.5,871645,302091.3808,1.975163933
1/14/1940,1940.04,610596,595394,68.3,871645,302102.4959,1.970834429
1/15/1940,1940.04,609310,594108,68.2,871645,302113.611,1.966505243
1/16/1940,1940.04,608023,592822,68,871645,302124.726,1.962176376
1/17/1940,1940.04,606737,591536,67.9,871645,302135.8411,1.957847827
1/18/1940,1940.05,605451,590250,67.7,871645,302146.9562,1.953519597
1/19/1940,1940.05,604165,588964,67.6,871645,302158.0712,1.949191685
1/20/1940,1940.05,602879,587678,67.4,871645,302169.1863,1.944864092
1/21/1940,1940.05,601593,586392,67.3,871645,302180.3014,1.940536816
1/22/1940,1940.06,600307,585106,67.1,871645,302191.4164,1.93620986
1/23/1940,1940.06,599021,583820,67,871645,302202.5315,1.931883221
1/24/1940,1940.06,597735,582534,66.8,871645,302213.6466,1.927556901
1/25/1940,1940.07,596449,581248,66.7,871645,302224.7616,1.923230899
1/26/1940,1940.07,595163,579962,66.5,871645,302235.8767,1.918905215
1/27/1940,1940.07,593877,578676,66.4,871645,302246.9918,1.914579849
1/28/1940,1940.07,592591,577390,66.2,871645,302258.1068,1.910254802
1/29/1940,1940.08,591305,576104,66.1,871645,302269.2219,1.905930072
1/30/1940,1940.08,590019,574818,65.9,871645,302280.337,1.901605661
1/31/1940,1940.08,588733,573532,65.8,871645,302291.4521,1.897281568
2/1/1940,1940.08,587774,572573,65.7,871645,302302.5671,1.89403949
2/2/1940,1940.09,586814,571613,65.6,871645,302313.6822,1.890794343
2/3/1940,1940.09,585855,570654,65.5,871645,302324.7973,1.887552742
2/4/1940,1940.09,584895,569694,65.4,871645,302335.9123,1.884308072
2/5/1940,1940.1,583936,568735,65.2,871645,302347.0274,1.881066948
2/6/1940,1940.1,582976,567775,65.1,871645,302358.1425,1.877822755
2/7/1940,1940.1,582017,566816,65,871645,302369.2575,1.874582107
2/8/1940,1940.1,581057,565856,64.9,871645,302380.3726,1.871338391
2/9/1940,1940.11,580098,564897,64.8,871645,302391.4877,1.86809822
2/10/1940,1940.11,579139,563938,64.7,871645,302402.6027,1.864858288
2/11/1940,1940.11,578179,562978,64.6,871645,302413.7178,1.861615287
2/12/1940,1940.12,577220,562019,64.5,871645,302424.8329,1.858375831
2/13/1940,1940.12,576260,561059,64.4,871645,302435.9479,1.855133306
2/14/1940,1940.12,575301,560100,64.3,871645,302447.063,1.851894326
2/15/1940,1940.12,574341,559140,64.1,871645,302458.1781,1.848652278
2/16/1940,1940.13,573382,558181,64,871645,302469.2932,1.845413775
2/17/1940,1940.13,572422,557221,63.9,871645,302480.4082,1.842172203
2/18/1940,1940.13,571463,556262,63.8,871645,302491.5233,1.838934176
2/19/1940,1940.13,570503,555302,63.7,871645,302502.6384,1.83569308
2/20/1940,1940.14,569544,554343,63.6,871645,302513.7534,1.832455529
2/21/1940,1940.14,568585,553384,63.5,871645,302524.8685,1.829218215
2/22/1940,1940.14,567625,552424,63.4,871645,302535.9836,1.825977834
2/23/1940,1940.15,566666,551465,63.3,871645,302547.0986,1.822740996
2/24/1940,1940.15,565706,550505,63.2,871645,302558.2137,1.819501091
2/25/1940,1940.15,564747,549546,63,871645,302569.3288,1.816264729
2/26/1940,1940.15,563787,548586,62.9,871645,302580.4438,1.8130253
2/27/1940,1940.16,562828,547627,62.8,871645,302591.5589,1.809789414
2/28/1940,1940.16,561868,546667,62.7,871645,302602.674,1.80655046
2/29/1940,1940.16,560909,545708,62.6,871645,302613.789,1.80331505
3/1/1940,1940.16,559096,543895,62.4,871645,302624.9041,1.797257901
3/2/1940,1940.17,557282,542081,62.2,871645,302636.0192,1.791197893
3/3/1940,1940.17,555469,540268,62,871645,302647.1342,1.785141635
3/4/1940,1940.17,553656,538455,61.8,871645,302658.2493,1.779085821
3/5/1940,1940.18,551843,536642,61.6,871645,302669.3644,1.773030452
3/6/1940,1940.18,550029,534828,61.4,871645,302680.4795,1.766972224
3/7/1940,1940.18,548216,533015,61.2,871645,302691.5945,1.760917745
3/8/1940,1940.18,546403,531202,60.9,871645,302702.7096,1.75486371
3/9/1940,1940.19,544590,529388,60.7,871645,302713.8247,1.748806816
3/10/1940,1940.19,542776,527575,60.5,871645,302724.9397,1.742753671
3/11/1940,1940.19,540963,525762,60.3,871645,302736.0548,1.73670097
3/12/1940,1940.19,539150,523949,60.1,871645,302747.1699,1.730648713
3/13/1940,1940.2,537337,522135,59.9,871645,302758.2849,1.724593598
3/14/1940,1940.2,535523,520322,59.7,871645,302769.4,1.71854223
3/15/1940,1940.2,533710,518509,59.5,871645,302780.5151,1.712491307
3/16/1940,1940.21,531897,516695,59.3,871645,302791.6301,1.706437525
3/17/1940,1940.21,530084,514882,59.1,871645,302802.7452,1.70038749
3/18/1940,1940.21,528270,513069,58.9,871645,302813.8603,1.6943379
3/19/1940,1940.21,526457,511255,58.7,871645,302824.9753,1.688285451
3/20/1940,1940.22,524644,509442,58.4,871645,302836.0904,1.682236748
3/21/1940,1940.22,522831,507629,58.2,871645,302847.2055,1.67618849
3/22/1940,1940.22,521017,505816,58,871645,302858.3205,1.670140675
3/23/1940,1940.22,519204,504002,57.8,871645,302869.4356,1.664090003
3/24/1940,1940.23,517391,502189,57.6,871645,302880.5507,1.658043076
3/25/1940,1940.23,515578,500376,57.4,871645,302891.6658,1.651996593
3/26/1940,1940.23,513764,498562,57.2,871645,302902.7808,1.645947253
3/27/1940,1940.24,511951,496749,57,871645,302913.8959,1.639901658
3/28/1940,1940.24,510138,494936,56.8,871645,302925.011,1.633856506
3/29/1940,1940.24,508325,493123,56.6,871645,302936.126,1.627811798
3/30/1940,1940.24,506511,491309,56.4,871645,302947.2411,1.621764233
3/31/1940,1940.25,504698,489496,56.2,871645,302958.3562,1.615720412
4/1/1940,1940.25,503747,488545,56,871645,302969.4712,1.612522206
4/2/1940,1940.25,502796,487594,55.9,871645,302980.5863,1.609324234
4/3/1940,1940.25,501846,486644,55.8,871645,302991.7014,1.606129798
4/4/1940,1940.26,500895,485693,55.7,871645,303002.8164,1.602932295
4/5/1940,1940.26,499944,484742,55.6,871645,303013.9315,1.599735027
4/6/1940,1940.26,502658,487456,55.9,871645,303025.0466,1.608632704
4/7/1940,1940.27,505371,490169,56.2,871645,303036.1616,1.617526428
4/8/1940,1940.27,508085,492883,56.5,871645,303047.2767,1.626422799
4/9/1940,1940.27,510798,495596,56.9,871645,303058.3918,1.635315218
4/10/1940,1940.27,513512,498310,57.2,871645,303069.5068,1.644210284
4/11/1940,1940.28,516225,501024,57.5,871645,303080.6219,1.653104698
4/12/1940,1940.28,518939,503737,57.8,871645,303091.737,1.66199516
4/13/1940,1940.28,521652,506451,58.1,871645,303102.8521,1.67088827
4/14/1940,1940.28,524366,509164,58.4,871645,303113.9671,1.679777428
4/15/1940,1940.29,527080,511878,58.7,871645,303125.0822,1.688669233
4/16/1940,1940.29,529793,514592,59,871645,303136.1973,1.697560386
4/17/1940,1940.29,532507,517305,59.3,871645,303147.3123,1.706447588
4/18/1940,1940.3,535220,520019,59.7,871645,303158.4274,1.715337437
4/19/1940,1940.3,537934,522732,60,871645,303169.5425,1.724223336
4/20/1940,1940.3,540647,525446,60.3,871645,303180.6575,1.733111882
4/21/1940,1940.3,543361,528160,60.6,871645,303191.7726,1.741999776
4/22/1940,1940.31,546075,530873,60.9,871645,303202.8877,1.75088372
4/23/1940,1940.31,548788,533587,61.2,871645,303214.0027,1.759770311
4/24/1940,1940.31,551502,536300,61.5,871645,303225.1178,1.768652953
4/25/1940,1940.32,554215,539014,61.8,871645,303236.2329,1.777538241
4/26/1940,1940.32,556929,541728,62.2,871645,303247.3479,1.786422878
4/27/1940,1940.32,559642,544441,62.5,871645,303258.463,1.795303566
4/28/1940,1940.32,562356,547155,62.8,871645,303269.5781,1.8041869
4/29/1940,1940.33,565069,549868,63.1,871645,303280.6932,1.813066286
4/30/1940,1940.33,567783,552582,63.4,871645,303291.8082,1.821948319
5/1/1940,1940.33,569094,553893,63.5,871645,303302.9233,1.826203961
5/2/1940,1940.33,570405,555204,63.7,871645,303314.0384,1.830459292
5/3/1940,1940.34,571716,556515,63.8,871645,303325.1534,1.834714311
5/4/1940,1940.34,573026,557825,64,871645,303336.2685,1.838965722
5/5/1940,1940.34,574337,559136,64.1,871645,303347.3836,1.843220118
5/6/1940,1940.35,575648,560447,64.3,871645,303358.4986,1.847474201
5/7/1940,1940.35,576959,561758,64.4,871645,303369.6137,1.851727974
5/8/1940,1940.35,578270,563069,64.6,871645,303380.7288,1.855981434
5/9/1940,1940.35,579581,564380,64.7,871645,303391.8438,1.860234583
5/10/1940,1940.36,580892,565690,64.9,871645,303402.9589,1.864484124
5/11/1940,1940.36,582203,567001,65,871645,303414.074,1.868736649
5/12/1940,1940.36,583513,568312,65.2,871645,303425.189,1.872988864
5/13/1940,1940.36,584824,569623,65.4,871645,303436.3041,1.877240766
5/14/1940,1940.37,586135,570934,65.5,871645,303447.4192,1.881492357
5/15/1940,1940.37,587446,572245,65.7,871645,303458.5342,1.885743637
5/16/1940,1940.37,588757,573555,65.8,871645,303469.6493,1.88999131
5/17/1940,1940.38,590068,574866,66,871645,303480.7644,1.894241967
5/18/1940,1940.38,591379,576177,66.1,871645,303491.8795,1.898492312
5/19/1940,1940.38,592690,577488,66.3,871645,303502.9945,1.902742347
5/20/1940,1940.38,594000,578799,66.4,871645,303514.1096,1.90699207
5/21/1940,1940.39,595311,580110,66.6,871645,303525.2247,1.911241481
5/22/1940,1940.39,596622,581420,66.7,871645,303536.3397,1.915487287
5/23/1940,1940.39,597933,582731,66.9,871645,303547.4548,1.919736077
5/24/1940,1940.39,599244,584042,67,871645,303558.5699,1.923984555
5/25/1940,1940.4,600555,585353,67.2,871645,303569.6849,1.928232722
5/26/1940,1940.4,601866,586664,67.3,871645,303580.8,1.932480578
5/27/1940,1940.4,603177,587975,67.5,871645,303591.9151,1.936728124
5/28/1940,1940.41,604487,589285,67.6,871645,303603.0301,1.940972064
5/29/1940,1940.41,605798,590596,67.8,871645,303614.1452,1.945218987
5/30/1940,1940.41,607109,591907,67.9,871645,303625.2603,1.949465599
5/31/1940,1940.41,608420,593218,68.1,871645,303636.3753,1.953711901
6/1/1940,1940.42,615012,599810,68.8,871645,303647.4904,1.975349769
6/2/1940,1940.42,621604,606402,69.6,871645,303658.6055,1.996986053
6/3/1940,1940.42,628196,612994,70.3,871645,303669.7205,2.018620753
6/4/1940,1940.42,634787,619585,71.1,871645,303680.8356,2.040250577
6/5/1940,1940.43,641379,626177,71.8,871645,303691.9507,2.06188211
6/6/1940,1940.43,647971,632769,72.6,871645,303703.0658,2.083512059
6/7/1940,1940.43,654563,639361,73.4,871645,303714.1808,2.105140426
6/8/1940,1940.44,661155,645953,74.1,871645,303725.2959,2.12676721
6/9/1940,1940.44,667747,652545,74.9,871645,303736.411,2.14839241
6/10/1940,1940.44,674339,659137,75.6,871645,303747.526,2.170016028
6/11/1940,1940.44,680931,665729,76.4,871645,303758.6411,2.191638064
6/12/1940,1940.45,687522,672320,77.1,871645,303769.7562,2.213255225
6/13/1940,1940.45,694114,678912,77.9,871645,303780.8712,2.234874096
6/14/1940,1940.45,700706,685504,78.6,871645,303791.9863,2.256491385
6/15/1940,1940.45,707298,692096,79.4,871645,303803.1014,2.278107093
6/16/1940,1940.46,713890,698688,80.2,871645,303814.2164,2.299721218
6/17/1940,1940.46,720482,705280,80.9,871645,303825.3315,2.321333763
6/18/1940,1940.46,727074,711872,81.7,871645,303836.4466,2.342944726
6/19/1940,1940.47,733665,718463,82.4,871645,303847.5616,2.364550817
6/20/1940,1940.47,740257,725055,83.2,871645,303858.6767,2.386158618
6/21/1940,1940.47,746849,731647,83.9,871645,303869.7918,2.407764838
6/22/1940,1940.47,753441,738239,84.7,871645,303880.9068,2.429369478
6/23/1940,1940.48,760033,744831,85.5,871645,303892.0219,2.450972537
6/24/1940,1940.48,766625,751423,86.2,871645,303903.137,2.472574016
6/25/1940,1940.48,773217,758015,87,871645,303914.2521,2.494173915
6/26/1940,1940.48,779809,764607,87.7,871645,303925.3671,2.515772235
6/27/1940,1940.49,786400,771198,88.5,871645,303936.4822,2.537365684
6/28/1940,1940.49,792992,777790,89.2,871645,303947.5973,2.558960844
6/29/1940,1940.49,799584,784382,90,871645,303958.7123,2.580554425
6/30/1940,1940.5,806176,790974,90.7,871645,303969.8274,2.602146426
7/1/1940,1940.5,807153,791951,90.9,871645,303980.9425,2.605265296
7/2/1940,1940.5,808129,792927,91,871645,303992.0575,2.608380648
7/3/1940,1940.5,809106,793904,91.1,871645,304003.1726,2.611499062
7/4/1940,1940.51,810082,794880,91.2,871645,304014.2877,2.614613958
7/5/1940,1940.51,811059,795857,91.3,871645,304025.4027,2.617731916
7/6/1940,1940.51,812035,796833,91.4,871645,304036.5178,2.620846357
7/7/1940,1940.52,813012,797810,91.5,871645,304047.6329,2.623963859
7/8/1940,1940.52,813988,798787,91.6,871645,304058.7479,2.627081133
7/9/1940,1940.52,814965,799763,91.8,871645,304069.863,2.63019489
7/10/1940,1940.52,815941,800740,91.9,871645,304080.9781,2.633311709
7/11/1940,1940.53,816918,801716,92,871645,304092.0932,2.636425011
7/12/1940,1940.53,817895,802693,92.1,871645,304103.2082,2.639541374
7/13/1940,1940.53,818871,803670,92.2,871645,304114.3233,2.642657509
7/14/1940,1940.53,819848,804646,92.3,871645,304125.4384,2.645770128
7/15/1940,1940.54,820824,805623,92.4,871645,304136.5534,2.648885808
7/16/1940,1940.54,821801,806599,92.5,871645,304147.6685,2.651997972
7/17/1940,1940.54,822777,807576,92.6,871645,304158.7836,2.655113196
7/18/1940,1940.55,823754,808552,92.8,871645,304169.8986,2.658224905
7/19/1940,1940.55,824730,809529,92.9,871645,304181.0137,2.661339675
7/20/1940,1940.55,825707,810506,93,871645,304192.1288,2.664454216
7/21/1940,1940.55,826684,811482,93.1,871645,304203.2438,2.667565243
7/22/1940,1940.56,827660,812459,93.2,871645,304214.3589,2.670679329
7/23/1940,1940.56,828637,813435,93.3,871645,304225.474,2.673789901
7/24/1940,1940.56,829613,814412,93.4,871645,304236.589,2.676903533
7/25/1940,1940.56,830590,815389,93.5,871645,304247.7041,2.680016937
7/26/1940,1940.57,831566,816365,93.7,871645,304258.8192,2.683126827
7/27/1940,1940.57,832543,817342,93.8,871645,304269.9342,2.686239776
7/28/1940,1940.57,833519,818318,93.9,871645,304281.0493,2.689349211
7/29/1940,1940.58,834496,819295,94,871645,304292.1644,2.692461706
7/30/1940,1940.58,835472,820271,94.1,871645,304303.2795,2.695570687
7/31/1940,1940.58,836449,821248,94.2,871645,304314.3945,2.698682727
8/1/1940,1940.58,837506,822305,94.3,871645,304325.5096,2.702057416
8/2/1940,1940.59,838563,823362,94.5,871645,304336.6247,2.705431858
8/3/1940,1940.59,839620,824419,94.6,871645,304347.7397,2.708806054
8/4/1940,1940.59,840676,825475,94.7,871645,304358.8548,2.712176718
8/5/1940,1940.59,841733,826532,94.8,871645,304369.9699,2.715550422
8/6/1940,1940.6,842790,827589,94.9,871645,304381.0849,2.718923879
8/7/1940,1940.6,843847,828646,95.1,871645,304392.2,2.722297089
8/8/1940,1940.6,844904,829703,95.2,871645,304403.3151,2.725670053
8/9/1940,1940.61,845961,830760,95.3,871645,304414.4301,2.729042771
8/10/1940,1940.61,847018,831816,95.4,871645,304425.5452,2.732411958
8/11/1940,1940.61,848075,832873,95.6,871645,304436.6603,2.735784183
8/12/1940,1940.61,849131,833930,95.7,871645,304447.7753,2.739156163
8/13/1940,1940.62,850188,834987,95.8,871645,304458.8904,2.742527896
8/14/1940,1940.62,851245,836044,95.9,871645,304470.0055,2.745899382
8/15/1940,1940.62,852302,837101,96,871645,304481.1205,2.749270623
8/16/1940,1940.62,853359,838157,96.2,871645,304492.2356,2.752638333
8/17/1940,1940.63,854416,839214,96.3,871645,304503.3507,2.756009082
8/18/1940,1940.63,855473,840271,96.4,871645,304514.4658,2.759379585
8/19/1940,1940.63,856530,841328,96.5,871645,304525.5808,2.762749841
8/20/1940,1940.64,857586,842385,96.6,871645,304536.6959,2.766119851
8/21/1940,1940.64,858643,843442,96.8,871645,304547.811,2.769489616
8/22/1940,1940.64,859700,844498,96.9,871645,304558.926,2.772855851
8/23/1940,1940.64,860757,845555,97,871645,304570.0411,2.776225124
8/24/1940,1940.65,861814,846612,97.1,871645,304581.1562,2.77959415
8/25/1940,1940.65,862871,847669,97.2,871645,304592.2712,2.782962931
8/26/1940,1940.65,863928,848726,97.4,871645,304603.3863,2.786331466
8/27/1940,1940.65,864985,849783,97.5,871645,304614.5014,2.789699756
8/28/1940,1940.66,866041,850839,97.6,871645,304625.6164,2.793064516
8/29/1940,1940.66,867098,851896,97.7,871645,304636.7315,2.796432314
8/30/1940,1940.66,868155,852953,97.9,871645,304647.8466,2.799799866
8/31/1940,1940.67,869212,854010,98,871645,304658.9616,2.803167172
9/1/1940,1940.67,866611,851409,97.7,871645,304670.0767,2.794527803
9/2/1940,1940.67,864010,848808,97.4,871645,304681.1918,2.785889063
9/3/1940,1940.67,861410,846208,97.1,871645,304692.3068,2.777254236
9/4/1940,1940.68,858809,843607,96.8,871645,304703.4219,2.768616758
9/5/1940,1940.68,856208,841006,96.5,871645,304714.537,2.759979909
9/6/1940,1940.68,853607,838405,96.2,871645,304725.6521,2.75134369
9/7/1940,1940.68,851006,835804,95.9,871645,304736.7671,2.742708101
9/8/1940,1940.69,848406,833204,95.6,871645,304747.8822,2.734076424
9/9/1940,1940.69,845805,830603,95.3,871645,304758.9973,2.725442095
9/10/1940,1940.69,843204,828002,95,871645,304770.1123,2.716808396
9/11/1940,1940.7,840603,825401,94.7,871645,304781.2274,2.708175326
9/12/1940,1940.7,838002,822800,94.4,871645,304792.3425,2.699542887
9/13/1940,1940.7,835402,820200,94.1,871645,304803.4575,2.690914357
9/14/1940,1940.7,832801,817599,93.8,871645,304814.5726,2.682283176
9/15/1940,1940.71,830200,814998,93.5,871645,304825.6877,2.673652625
9/16/1940,1940.71,827599,812397,93.2,871645,304836.8027,2.665022703
9/17/1940,1940.71,824998,809796,92.9,871645,304847.9178,2.65639341
9/18/1940,1940.72,822398,807196,92.6,871645,304859.0329,2.647768027
9/19/1940,1940.72,819797,804595,92.3,871645,304870.1479,2.639139993
9/20/1940,1940.72,817196,801994,92,871645,304881.263,2.630512587
9/21/1940,1940.72,814595,799393,91.7,871645,304892.3781,2.621885811
9/22/1940,1940.73,811994,796792,91.4,871645,304903.4932,2.613259664
9/23/1940,1940.73,809394,794192,91.1,871645,304914.6082,2.604637425
9/24/1940,1940.73,806793,791591,90.8,871645,304925.7233,2.596012535
9/25/1940,1940.73,804192,788990,90.5,871645,304936.8384,2.587388274
9/26/1940,1940.74,801591,786389,90.2,871645,304947.9534,2.578764642
9/27/1940,1940.74,798990,783788,89.9,871645,304959.0685,2.570141639
9/28/1940,1940.74,796390,781188,89.6,871645,304970.1836,2.561522543
9/29/1940,1940.75,793789,778587,89.3,871645,304981.2986,2.552900796
9/30/1940,1940.75,835420,798610,40.2,1984993,304992.4137,2.618458572
10/1/1940,1940.75,833594,796784,40.1,1984993,305003.5288,2.612376333
10/2/1940,1940.75,831766,794956,40,1984993,305014.6438,2.60628798
10/3/1940,1940.76,829940,793130,40,1984993,305025.7589,2.600206628
10/4/1940,1940.76,828113,791303,39.9,1984993,305036.874,2.594122441
10/5/1940,1940.76,826287,789477,39.8,1984993,305047.989,2.588041975
10/6/1940,1940.76,824459,787649,39.7,1984993,305059.1041,2.581955396
10/7/1940,1940.77,822633,785823,39.6,1984993,305070.2192,2.575875817
10/8/1940,1940.77,820806,783996,39.5,1984993,305081.3342,2.569793403
10/9/1940,1940.77,818979,782169,39.4,1984993,305092.4493,2.563711432
10/10/1940,1940.78,817152,780342,39.3,1984993,305103.5644,2.557629904
10/11/1940,1940.78,815326,778516,39.2,1984993,305114.6795,2.551552096
10/12/1940,1940.78,813499,776689,39.1,1984993,305125.7945,2.545471455
10/13/1940,1940.78,811672,774862,39,1984993,305136.9096,2.539391256
10/14/1940,1940.79,809845,773035,38.9,1984993,305148.0247,2.5333115
10/15/1940,1940.79,808019,771209,38.9,1984993,305159.1397,2.527235464
10/16/1940,1940.79,806191,769381,38.8,1984993,305170.2548,2.521153317
10/17/1940,1940.79,804365,767555,38.7,1984993,305181.3699,2.515078166
10/18/1940,1940.8,802538,765728,38.6,1984993,305192.4849,2.509000181
10/19/1940,1940.8,800711,763901,38.5,1984993,305203.6,2.502922639
10/20/1940,1940.8,798884,762074,38.4,1984993,305214.7151,2.49684554
10/21/1940,1940.81,797058,760248,38.3,1984993,305225.8301,2.490772159
10/22/1940,1940.81,795231,758421,38.2,1984993,305236.9452,2.484695945
10/23/1940,1940.81,793404,756594,38.1,1984993,305248.0603,2.478620173
10/24/1940,1940.81,791577,754767,38,1984993,305259.1753,2.472544844
10/25/1940,1940.82,789751,752941,37.9,1984993,305270.2904,2.466473233
10/26/1940,1940.82,787923,751113,37.8,1984993,305281.4055,2.460395512
10/27/1940,1940.82,786097,749287,37.7,1984993,305292.5205,2.454324785
10/28/1940,1940.82,784270,747460,37.7,1984993,305303.6356,2.448251225
10/29/1940,1940.83,782444,745634,37.6,1984993,305314.7507,2.442181383
10/30/1940,1940.83,780616,743806,37.5,1984993,305325.8658,2.436105432
10/31/1940,1940.83,778790,741980,37.4,1984993,305336.9808,2.430036473
11/1/1940,1940.84,785815,749005,37.7,1984993,305348.0959,2.452954546
11/2/1940,1940.84,792842,756032,38.1,1984993,305359.211,2.475877501
11/3/1940,1940.84,799867,763057,38.4,1984993,305370.326,2.498792237
11/4/1940,1940.84,806894,770084,38.8,1984993,305381.4411,2.521711854
11/5/1940,1940.85,813919,777109,39.1,1984993,305392.5562,2.544623254
11/6/1940,1940.85,820946,784136,39.5,1984993,305403.6712,2.567539535
11/7/1940,1940.85,827971,791161,39.9,1984993,305414.7863,2.590447599
11/8/1940,1940.85,834997,798187,40.2,1984993,305425.9014,2.613357271
11/9/1940,1940.86,842023,805213,40.6,1984993,305437.0164,2.636265275
11/10/1940,1940.86,849049,812239,40.9,1984993,305448.1315,2.659171611
11/11/1940,1940.86,856075,819265,41.3,1984993,305459.2466,2.682076281
11/12/1940,1940.87,863101,826291,41.6,1984993,305470.3616,2.704979284
11/13/1940,1940.87,870127,833317,42,1984993,305481.4767,2.72788062
11/14/1940,1940.87,877153,840343,42.3,1984993,305492.5918,2.750780289
11/15/1940,1940.87,884178,847368,42.7,1984993,305503.7068,2.773675019
11/16/1940,1940.88,891204,854394,43,1984993,305514.8219,2.796571357
11/17/1940,1940.88,898230,861420,43.4,1984993,305525.937,2.819466028
11/18/1940,1940.88,905256,868446,43.8,1984993,305537.0521,2.842359034
11/19/1940,1940.88,912282,875472,44.1,1984993,305548.1671,2.865250374
11/20/1940,1940.89,919308,882498,44.5,1984993,305559.2822,2.888140048
11/21/1940,1940.89,926334,889524,44.8,1984993,305570.3973,2.911028058
11/22/1940,1940.89,933360,896550,45.2,1984993,305581.5123,2.933914402
11/23/1940,1940.9,940386,903576,45.5,1984993,305592.6274,2.956799081
11/24/1940,1940.9,947411,910601,45.9,1984993,305603.7425,2.979678824
11/25/1940,1940.9,954438,917628,46.2,1984993,305614.8575,3.002563447
11/26/1940,1940.9,961463,924653,46.6,1984993,305625.9726,3.025439861
11/27/1940,1940.91,968490,931680,46.9,1984993,305637.0877,3.048321155
11/28/1940,1940.91,975515,938705,47.3,1984993,305648.2027,3.071194241
11/29/1940,1940.91,982542,945732,47.6,1984993,305659.3178,3.094072207
11/30/1940,1940.92,989567,952757,48,1984993,305670.4329,3.116941966
12/1/1940,1940.92,995080,958270,48.3,1984993,305681.5479,3.134863738
12/2/1940,1940.92,1000591,963781,48.6,1984993,305692.663,3.152777664
12/3/1940,1940.92,1006104,969294,48.8,1984993,305703.7781,3.17069683
12/4/1940,1940.93,1011616,974806,49.1,1984993,305714.8932,3.188611421
12/5/1940,1940.93,1017129,980319,49.4,1984993,305726.0082,3.206527981
12/6/1940,1940.93,1022641,985831,49.7,1984993,305737.1233,3.224439968
12/7/1940,1940.93,1028153,991343,49.9,1984993,305748.2384,3.242350652
12/8/1940,1940.94,1033666,996856,50.2,1984993,305759.3534,3.260263305
12/9/1940,1940.94,1039178,1002369,50.5,1984993,305770.4685,3.278174655
12/10/1940,1940.94,1044690,1007880,50.8,1984993,305781.5836,3.296078162
12/11/1940,1940.95,1050203,1013393,51.1,1984993,305792.6986,3.313986909
12/12/1940,1940.95,1055715,1018905,51.3,1984993,305803.8137,3.331891083
12/13/1940,1940.95,1061227,1024418,51.6,1984993,305814.9288,3.349797226
12/14/1940,1940.95,1066740,1029930,51.9,1984993,305826.0438,3.367698797
12/15/1940,1940.96,1072252,1035442,52.2,1984993,305837.1589,3.385599068
12/16/1940,1940.96,1077764,1040955,52.4,1984993,305848.274,3.403501306
12/17/1940,1940.96,1083276,1046467,52.7,1984993,305859.389,3.421398974
12/18/1940,1940.96,1088789,1051979,53,1984993,305870.5041,3.439295342
12/19/1940,1940.97,1094301,1057492,53.3,1984993,305881.6192,3.457193678
12/20/1940,1940.97,1099813,1063004,53.6,1984993,305892.7342,3.475087444
12/21/1940,1940.97,1105326,1068517,53.8,1984993,305903.8493,3.492983179
12/22/1940,1940.98,1110838,1074028,54.1,1984993,305914.9644,3.510871075
12/23/1940,1940.98,1116350,1079541,54.4,1984993,305926.0795,3.52876421
12/24/1940,1940.98,1121863,1085054,54.7,1984993,305937.1945,3.546656044
12/25/1940,1940.98,1127375,1090566,54.9,1984993,305948.3096,3.56454331
12/26/1940,1940.99,1132887,1096078,55.2,1984993,305959.4247,3.582429275
12/27/1940,1940.99,1138400,1101591,55.5,1984993,305970.5397,3.60031721
12/28/1940,1940.99,1143912,1107103,55.8,1984993,305981.6548,3.618200577
12/29/1940,1940.99,1149425,1112616,56.1,1984993,305992.7699,3.636085913
12/30/1940,1941,1154936,1118127,56.3,1984993,306003.8849,3.653963414
12/31/1940,1941,1160449,1123640,56.6,1984993,306015,3.671846151
1/1/1941,1941,1159556,1122747,56.6,1984993,306026.1151,3.668794736
1/2/1941,1941.01,1158663,1121854,56.5,1984993,306037.2301,3.665743542
1/3/1941,1941.01,1157770,1120961,56.5,1984993,306048.3452,3.66269257
1/4/1941,1941.01,1156878,1120069,56.4,1984993,306059.4603,3.659645087
1/5/1941,1941.01,1155985,1119176,56.4,1984993,306070.5753,3.656594557
1/6/1941,1941.02,1155092,1118283,56.3,1984993,306081.6904,3.65354425
1/7/1941,1941.02,1154199,1117390,56.3,1984993,306092.8055,3.650494164
1/8/1941,1941.02,1153307,1116498,56.2,1984993,306103.9205,3.647447566
1/9/1941,1941.02,1152414,1115605,56.2,1984993,306115.0356,3.644397923
