Program,Year,Period,Geo Level,State,Ag District,Ag District Code,County,Commodity,Data Item,Domain,Domain Category,Value,CV (%)
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,741,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,4960,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,PEANUTS,PEANUTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,6100,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,11280000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2274,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,101300,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,315000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,87200,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,413,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,51200,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,PEANUTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,58800,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,164030000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,3204,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,77900,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,264000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,67000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,413,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,9920,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - ACRES PLANTED",TOTAL,NOT SPECIFIED,34200,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,195000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,19.7,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,33800,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,143500,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,28900,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,410,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,28700,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,PEANUTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,31900,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,64000000,
SURVEY,2020,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2230,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,111000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,152500,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,112200,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,485,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,700,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,WHEAT,"WHEAT, WINTER - ACRES PLANTED",TOTAL,NOT SPECIFIED,7600,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,21600,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,COCHRAN,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.9,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,183000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,324000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,160300,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,420,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,SORGHUM,SORGHUM - ACRES PLANTED,TOTAL,NOT SPECIFIED,2500,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,SORGHUM,"SORGHUM, GRAIN - ACRES HARVESTED",TOTAL,NOT SPECIFIED,2100,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,SORGHUM,"SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,75000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,35.7,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,5700,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,WHEAT,"WHEAT, WINTER - ACRES PLANTED",TOTAL,NOT SPECIFIED,20000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,236000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,DAWSON,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,41.4,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,210000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,310500,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,213100,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,487,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,47300,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,PEANUTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,50100,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,136600000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2888,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1600,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,WHEAT,"WHEAT, WINTER - ACRES PLANTED",TOTAL,NOT SPECIFIED,21000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,49300,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,GAINES,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,30.8,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,173000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,271000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,172000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,477,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,4800,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - ACRES PLANTED",TOTAL,NOT SPECIFIED,32500,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - PRODUCTION, MEASURED IN BU",TOTAL,NOT SPECIFIED,111800,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,TERRY,WHEAT,"WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE",TOTAL,NOT SPECIFIED,23.3,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - ACRES HARVESTED",TOTAL,NOT SPECIFIED,83500,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - ACRES PLANTED",TOTAL,NOT SPECIFIED,150500,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - PRODUCTION, MEASURED IN 480 LB BALES",TOTAL,NOT SPECIFIED,74300,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,COTTON,"COTTON, UPLAND - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,427,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,PEANUTS - ACRES HARVESTED,TOTAL,NOT SPECIFIED,21800,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,PEANUTS - ACRES PLANTED,TOTAL,NOT SPECIFIED,22000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,"PEANUTS - PRODUCTION, MEASURED IN LB",TOTAL,NOT SPECIFIED,61190000,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE",TOTAL,NOT SPECIFIED,2807,
SURVEY,2019,YEAR,COUNTY,TEXAS,SOUTHERN HIGH PLAINS,12,YOAKUM,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",TOTAL,NOT SPECIFIED,1600,
