1428,12466,COLORADO RIVER AT COUNTY PARK,,,,7/10/1991,11:25,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,0.99,Z161556,30.229473,-97.520581,,47887.47459
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,2/11/1991,1:34,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,3.13,Z161553,30.229473,-97.520581,DRERCAST SKY WATER TURBID LOTS OF PERIPHYTON,47740.20417
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,12/12/1984,9:58,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ CENTRAL OFFICE,SPECIAL STUDY,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,3.49,Z161531,30.229473,-97.520581,,45488.91417
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,8/22/1989,12:10,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,0.98,Z161546,30.229473,-97.520581,,47200.49584
1428,12466,COLORADO RIVER AT COUNTY PARK,,,0.321,12/11/1984,1:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ CENTRAL OFFICE,SPECIAL STUDY,Time,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,3.86,Z161525,30.229473,-97.520581, The 0.321m depth is an assumed value that was populated during migration to SWQMIS.,45488.23156
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,6/27/1989,11:40,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,0.55,Z161545,30.229473,-97.520581,MOSTLY CLOUDY SKY WATER TURBID AMBIENT TEMPER .ATURE 24.20C .,47144.045
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,5/12/1992,2:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,1.36,853,30.229473,-97.520581,,49047.45223
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,11/18/1991,12:10,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,1.8,9803,30.229473,-97.520581, MODERATE RAIN 2 DAYS BEFORE SAMPLE. THE RIVER WAS MORE TURBID THAN NORMAL,57822.31584
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,8/10/1992,12:50,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,1.23,1713,30.229473,-97.520581,,49997.77361
1428,12466,COLORADO RIVER AT COUNTY PARK,,,,11/29/1990,11:00,0.3,TEXAS COMMISSION ON ENVIRONMENTAL QUALITY,TCEQ REGIONAL OFFICE,Routine - Monitoring not intentionally targeted toward any environmental condition or event,,,"NITRITE PLUS NITRATE, TOTAL ONE LAB DETERMINED VALUE (MG/L AS N)",630,,9.01,X005269,30.229473,-97.520581,,47672.47723
